,Customer_ID,Age,Subscription_Length_(months),Monthly_Fee,Usage_Rate,Referral_Count,Customer_Satisfaction,Service_Tier,Payment_Method,Active_Status,Auto-Renewal,Join_Date,Annual_Expenditure,Average_Monthly_Discount,Profitability
9135,9136,34,16,75.0,18,3,4,Premium,Credit Card,False,False,2023-08-03,900.0,0.0,135.0
9136,9137,18,2,25.0,12,5,3,Basic,Venmo,False,True,2023-03-18,300.0,0.0,30.0
9137,9138,69,7,100.0,10,0,3,VIP,Credit Card,True,False,2024-01-31,1200.0,0.0,100.0
9138,9139,62,16,100.0,0,0,1,VIP,Credit Card,False,False,2023-12-05,1200.0,0.0,0.0
9139,9140,47,21,67.5,7,0,3,Premium,Bank Transfer,False,True,2024-07-22,810.0,7.5,47.25
9140,9141,58,9,75.0,16,1,5,Premium,Credit Card,False,False,2022-11-23,900.0,0.0,120.0
9141,9142,64,12,67.5,3,3,2,Premium,Bank Transfer,False,True,2024-03-03,810.0,7.5,20.25
9142,9143,20,24,50.0,11,6,3,Standard,Venmo,True,False,2023-12-10,600.0,0.0,55.0
9143,9144,63,1,25.0,16,2,5,Premium,Bank Transfer,True,False,2024-05-17,300.0,0.0,40.0
9144,9145,28,14,30.0,11,5,4,Basic,PayPal,True,False,2023-05-02,360.0,0.0,33.0
9145,9146,41,11,67.5,0,0,2,Premium,Credit Card,True,True,2023-07-24,810.0,7.5,0.0
9146,9147,39,18,67.5,4,1,2,Premium,Credit Card,True,True,2023-08-07,810.0,7.5,27.0
9147,9148,61,22,90.0,5,3,1,VIP,Bank Transfer,False,True,2023-01-01,1080.0,10.0,45.0
9148,9149,62,5,25.0,11,0,4,Premium,Bank Transfer,False,True,2024-04-30,300.0,0.0,27.5
9149,9150,43,15,100.0,9,2,3,VIP,Credit Card,False,False,2024-07-25,1200.0,0.0,90.0
9150,9151,30,7,90.0,7,3,4,VIP,Credit Card,True,True,2022-09-21,1080.0,10.0,63.0
9151,9152,18,14,45.0,13,6,3,Standard,Venmo,True,True,2023-04-16,540.0,5.0,58.5
9152,9153,41,20,67.5,18,3,5,Premium,Credit Card,True,True,2023-03-23,810.0,7.5,121.5
9153,9154,27,8,50.0,21,5,4,Standard,PayPal,True,False,2023-01-12,600.0,0.0,105.0
9154,9155,52,4,25.0,4,3,2,Premium,Bank Transfer,False,True,2024-05-31,300.0,0.0,10.0
9155,9156,41,3,25.0,20,0,4,VIP,Bank Transfer,False,False,2024-05-23,300.0,0.0,50.0
9156,9157,45,12,90.0,6,3,2,VIP,Credit Card,True,True,2022-10-15,1080.0,10.0,54.0
9157,9158,53,18,90.0,19,3,5,VIP,Credit Card,True,True,2023-06-03,1080.0,10.0,171.0
9158,9159,33,24,67.5,1,1,1,Premium,Credit Card,False,True,2022-09-04,810.0,7.5,6.75
9159,9160,57,15,67.5,10,1,4,Premium,Bank Transfer,False,True,2023-01-11,810.0,7.5,67.5
9160,9161,33,11,100.0,9,4,4,VIP,Credit Card,True,False,2023-08-03,1200.0,0.0,90.0
9161,9162,34,24,75.0,17,3,5,Premium,Bank Transfer,False,False,2023-01-15,900.0,0.0,127.5
9162,9163,68,11,100.0,11,1,4,VIP,Credit Card,True,False,2023-04-14,1200.0,0.0,110.0
9163,9164,32,12,75.0,13,1,3,Premium,Credit Card,True,False,2024-05-06,900.0,0.0,97.5
9164,9165,33,19,100.0,9,2,4,VIP,Credit Card,True,False,2022-10-22,1200.0,0.0,90.0
9165,9166,32,17,67.5,5,2,3,Premium,Credit Card,False,True,2023-04-28,810.0,7.5,33.75
9166,9167,51,6,75.0,20,0,4,Premium,Credit Card,True,False,2023-09-24,900.0,0.0,150.0
9167,9168,28,21,30.0,12,5,4,Basic,PayPal,True,False,2023-07-02,360.0,0.0,36.0
9168,9169,18,8,90.0,16,8,5,VIP,Venmo,True,True,2023-05-19,1080.0,10.0,144.0
9169,9170,32,15,90.0,15,1,5,VIP,Bank Transfer,True,True,2024-04-19,1080.0,10.0,135.0
9170,9171,43,22,75.0,7,2,4,Premium,Bank Transfer,True,False,2024-03-04,900.0,0.0,52.5
9171,9172,68,20,100.0,18,4,4,VIP,Bank Transfer,False,False,2022-10-24,1200.0,0.0,180.0
9172,9173,21,10,100.0,20,5,5,VIP,PayPal,True,False,2024-02-01,1200.0,0.0,200.0
9173,9174,60,15,90.0,15,4,5,VIP,Credit Card,True,True,2023-04-01,1080.0,10.0,135.0
9174,9175,22,12,50.0,11,9,4,Standard,Venmo,False,False,2023-01-24,600.0,0.0,55.0
9175,9176,52,11,90.0,4,4,1,VIP,Bank Transfer,True,True,2023-07-15,1080.0,10.0,36.0
9176,9177,30,18,67.5,0,4,3,Premium,Credit Card,False,True,2023-09-09,810.0,7.5,0.0
9177,9178,27,24,75.0,19,5,4,Premium,PayPal,True,False,2023-06-05,900.0,0.0,142.5
9178,9179,28,5,25.0,16,9,4,Basic,PayPal,True,False,2023-06-23,300.0,0.0,40.0
9179,9180,35,12,75.0,14,4,4,Premium,Credit Card,False,False,2024-06-15,900.0,0.0,105.0
9180,9181,51,24,100.0,6,0,2,VIP,Bank Transfer,True,False,2023-11-22,1200.0,0.0,60.0
9181,9182,56,5,25.0,15,0,5,VIP,Credit Card,True,True,2022-09-04,300.0,0.0,37.5
9182,9183,58,22,100.0,11,0,3,VIP,Bank Transfer,False,False,2022-10-24,1200.0,0.0,110.0
9183,9184,59,10,75.0,18,4,5,Premium,Credit Card,False,False,2022-10-15,900.0,0.0,135.0
9184,9185,67,14,67.5,20,3,4,Premium,Credit Card,True,True,2022-12-30,810.0,7.5,135.0
9185,9186,40,16,100.0,2,2,3,VIP,Credit Card,True,False,2023-03-13,1200.0,0.0,20.0
9186,9187,24,5,25.0,13,7,4,Premium,PayPal,False,False,2023-07-07,300.0,0.0,32.5
9187,9188,56,11,75.0,20,4,5,Premium,Bank Transfer,False,False,2024-04-02,900.0,0.0,150.0
9188,9189,20,19,75.0,14,9,4,Premium,Venmo,False,False,2023-04-16,900.0,0.0,105.0
9189,9190,29,8,90.0,14,6,4,VIP,Venmo,True,True,2022-11-04,1080.0,10.0,126.0
9190,9191,24,19,27.0,15,9,4,Basic,PayPal,False,True,2023-01-21,324.0,3.0,40.5
9191,9192,66,20,67.5,10,1,3,Premium,Bank Transfer,False,True,2023-04-04,810.0,7.5,67.5
9192,9193,43,22,100.0,15,2,4,VIP,Credit Card,True,False,2023-01-24,1200.0,0.0,150.0
9193,9194,50,18,75.0,15,2,5,Premium,Credit Card,True,False,2022-12-17,900.0,0.0,112.5
9194,9195,54,23,67.5,11,3,4,Premium,Credit Card,True,True,2023-10-01,810.0,7.5,74.25
9195,9196,65,21,100.0,3,3,1,VIP,Credit Card,True,False,2023-01-25,1200.0,0.0,30.0
9196,9197,32,12,75.0,4,2,1,Premium,Credit Card,True,False,2023-07-16,900.0,0.0,30.0
9197,9198,19,13,90.0,17,7,5,VIP,PayPal,True,True,2023-12-20,1080.0,10.0,153.0
9198,9199,58,21,100.0,7,2,3,VIP,Bank Transfer,False,False,2024-01-26,1200.0,0.0,70.0
9199,9200,24,21,27.0,21,5,5,Basic,Venmo,False,True,2024-02-05,324.0,3.0,56.7
9200,9201,49,18,100.0,4,0,1,VIP,Bank Transfer,True,False,2023-11-15,1200.0,0.0,40.0
9201,9202,21,15,50.0,20,8,5,Standard,PayPal,True,False,2023-02-01,600.0,0.0,100.0
9202,9203,37,15,67.5,18,0,4,Premium,Bank Transfer,True,True,2023-11-20,810.0,7.5,121.5
9203,9204,67,12,90.0,19,2,4,VIP,Credit Card,False,True,2023-04-03,1080.0,10.0,171.0
9204,9205,53,9,75.0,17,1,4,Premium,Credit Card,False,False,2022-09-23,900.0,0.0,127.5
9205,9206,49,19,100.0,11,4,3,VIP,Bank Transfer,True,False,2022-12-09,1200.0,0.0,110.0
9206,9207,45,12,100.0,8,0,4,VIP,Credit Card,True,False,2022-09-29,1200.0,0.0,80.0
9207,9208,30,23,27.0,21,0,4,Basic,Credit Card,False,True,2022-10-23,324.0,3.0,56.7
9208,9209,18,5,25.0,19,7,5,Premium,PayPal,False,True,2024-01-12,300.0,0.0,47.5
9209,9210,52,21,67.5,19,2,4,Premium,Bank Transfer,True,True,2022-11-28,810.0,7.5,128.25
9210,9211,65,20,75.0,19,2,5,Premium,Bank Transfer,False,False,2023-01-05,900.0,0.0,142.5
9211,9212,47,10,67.5,18,2,5,Premium,Bank Transfer,False,True,2023-10-04,810.0,7.5,121.5
9212,9213,53,22,75.0,20,4,4,Premium,Credit Card,False,False,2022-12-03,900.0,0.0,150.0
9213,9214,42,7,90.0,5,4,1,VIP,Bank Transfer,True,True,2024-02-06,1080.0,10.0,45.0
9214,9215,33,23,67.5,9,0,3,Premium,Credit Card,False,True,2022-12-14,810.0,7.5,60.75
9215,9216,36,11,75.0,18,4,5,Premium,Bank Transfer,True,False,2023-09-05,900.0,0.0,135.0
9216,9217,18,8,100.0,18,5,5,VIP,Venmo,True,False,2023-09-15,1200.0,0.0,180.0
9217,9218,22,21,50.0,17,8,4,Standard,PayPal,True,False,2023-08-24,600.0,0.0,85.0
9218,9219,68,7,100.0,21,1,4,VIP,Credit Card,False,False,2024-05-22,1200.0,0.0,210.0
9219,9220,39,16,100.0,21,2,5,VIP,Bank Transfer,False,False,2023-03-06,1200.0,0.0,210.0
9220,9221,41,16,100.0,4,1,3,VIP,Bank Transfer,False,False,2023-05-19,1200.0,0.0,40.0
9221,9222,60,14,100.0,10,4,4,VIP,Bank Transfer,False,False,2024-04-22,1200.0,0.0,100.0
9222,9223,62,15,67.5,18,0,5,Premium,Bank Transfer,True,True,2023-03-21,810.0,7.5,121.5
9223,9224,69,20,75.0,12,4,3,Premium,Credit Card,True,False,2023-05-12,900.0,0.0,90.0
9224,9225,54,9,67.5,21,0,4,Premium,Credit Card,False,True,2023-12-27,810.0,7.5,141.75
9225,9226,53,16,67.5,14,0,4,Premium,Bank Transfer,True,True,2023-08-22,810.0,7.5,94.5
9226,9227,53,16,90.0,21,2,5,VIP,Credit Card,False,True,2023-08-01,1080.0,10.0,189.0
9227,9228,21,5,25.0,13,5,3,VIP,Venmo,False,False,2023-02-02,300.0,0.0,32.5
9228,9229,53,3,25.0,2,2,2,Premium,Credit Card,True,True,2024-06-14,300.0,0.0,5.0
9229,9230,69,21,90.0,15,2,5,VIP,Credit Card,False,True,2022-09-19,1080.0,10.0,135.0
9230,9231,35,13,100.0,0,4,1,VIP,Credit Card,False,False,2024-07-21,1200.0,0.0,0.0
9231,9232,67,8,75.0,20,3,5,Premium,Bank Transfer,False,False,2023-12-17,900.0,0.0,150.0
9232,9233,33,17,100.0,12,1,4,VIP,Credit Card,True,False,2024-03-03,1200.0,0.0,120.0
9233,9234,58,5,25.0,4,2,2,Premium,Credit Card,True,False,2023-11-15,300.0,0.0,10.0
9234,9235,35,6,100.0,6,2,3,VIP,Bank Transfer,False,True,2024-04-28,1200.0,0.0,60.0
9235,9236,39,2,25.0,0,4,3,VIP,Credit Card,True,True,2022-12-16,300.0,0.0,0.0
9236,9237,19,22,67.5,19,7,4,Premium,Venmo,True,True,2023-05-21,810.0,7.5,128.25
9237,9238,38,14,100.0,19,1,5,VIP,Credit Card,False,False,2024-01-09,1200.0,0.0,190.0
9238,9239,53,4,25.0,17,4,4,Premium,Credit Card,True,True,2023-04-19,300.0,0.0,42.5
9239,9240,61,3,25.0,12,1,4,VIP,Credit Card,False,True,2022-09-17,300.0,0.0,30.0
9240,9241,56,9,67.5,0,0,2,Premium,Bank Transfer,True,True,2023-02-26,810.0,7.5,0.0
9241,9242,64,18,100.0,16,4,5,VIP,Bank Transfer,True,False,2022-09-20,1200.0,0.0,160.0
9242,9243,56,12,75.0,11,1,4,Premium,Credit Card,True,False,2022-12-02,900.0,0.0,82.5
9243,9244,46,9,100.0,5,3,3,VIP,Credit Card,True,False,2024-06-18,1200.0,0.0,50.0
9244,9245,43,18,100.0,6,1,3,VIP,Credit Card,True,False,2022-10-10,1200.0,0.0,60.0
9245,9246,38,13,75.0,0,4,2,Premium,Credit Card,False,False,2024-08-26,900.0,0.0,0.0
9246,9247,34,14,75.0,9,3,4,Premium,Bank Transfer,False,False,2024-05-05,900.0,0.0,67.5
9247,9248,33,10,75.0,2,3,2,Premium,Credit Card,True,False,2022-11-09,900.0,0.0,15.0
9248,9249,48,3,25.0,6,4,3,VIP,Bank Transfer,False,False,2023-10-22,300.0,0.0,15.0
9249,9250,68,7,75.0,19,1,5,Premium,Credit Card,False,False,2024-02-12,900.0,0.0,142.5
9250,9251,26,18,50.0,19,7,5,Standard,Venmo,True,False,2023-03-07,600.0,0.0,95.0
9251,9252,48,16,75.0,8,2,4,Premium,Bank Transfer,False,False,2023-06-28,900.0,0.0,60.0
9252,9253,31,17,75.0,5,1,2,Premium,Bank Transfer,True,False,2022-11-03,900.0,0.0,37.5
9253,9254,66,6,75.0,17,4,5,Premium,Credit Card,True,False,2022-09-21,900.0,0.0,127.5
9254,9255,54,12,67.5,8,3,4,Premium,Credit Card,False,True,2022-12-21,810.0,7.5,54.0
9255,9256,19,19,30.0,16,5,4,Basic,PayPal,True,False,2024-03-25,360.0,0.0,48.0
9256,9257,69,3,25.0,18,3,5,VIP,Bank Transfer,False,False,2022-10-20,300.0,0.0,45.0
9257,9258,65,3,25.0,9,0,4,VIP,Credit Card,False,True,2023-11-04,300.0,0.0,22.5
9258,9259,63,18,75.0,3,1,1,Premium,Bank Transfer,False,False,2023-07-08,900.0,0.0,22.5
9259,9260,31,11,100.0,15,0,5,VIP,Credit Card,False,False,2023-12-17,1200.0,0.0,150.0
9260,9261,50,6,75.0,1,4,3,Premium,Bank Transfer,True,False,2024-06-30,900.0,0.0,7.5
9261,9262,52,19,90.0,10,4,4,VIP,Credit Card,False,True,2022-11-09,1080.0,10.0,90.0
9262,9263,56,5,25.0,8,3,4,VIP,Bank Transfer,True,True,2024-03-22,300.0,0.0,20.0
9263,9264,64,13,67.5,2,4,3,Premium,Bank Transfer,False,True,2024-06-06,810.0,7.5,13.5
9264,9265,68,5,25.0,20,2,4,VIP,Bank Transfer,False,True,2024-08-18,300.0,0.0,50.0
9265,9266,37,3,25.0,6,3,1,VIP,Credit Card,True,False,2023-11-30,300.0,0.0,15.0
9266,9267,19,19,50.0,20,8,5,Standard,PayPal,True,False,2023-07-11,600.0,0.0,100.0
9267,9268,68,17,100.0,21,2,5,VIP,Credit Card,False,False,2024-04-29,1200.0,0.0,210.0
9268,9269,58,22,67.5,18,2,4,Premium,Credit Card,False,True,2022-12-24,810.0,7.5,121.5
9269,9270,36,3,25.0,10,1,4,VIP,Credit Card,True,True,2024-07-13,300.0,0.0,25.0
9270,9271,54,15,90.0,4,1,3,VIP,Credit Card,False,True,2024-08-28,1080.0,10.0,36.0
9271,9272,35,17,90.0,15,1,4,VIP,Bank Transfer,True,True,2022-09-08,1080.0,10.0,135.0
9272,9273,33,13,67.5,1,0,3,Premium,Credit Card,True,True,2023-01-26,810.0,7.5,6.75
9273,9274,21,14,45.0,19,8,5,Standard,Venmo,False,True,2023-12-04,540.0,5.0,85.5
9274,9275,29,16,90.0,19,9,5,VIP,PayPal,True,True,2023-02-28,1080.0,10.0,171.0
9275,9276,46,11,100.0,18,3,5,VIP,Credit Card,False,False,2024-03-31,1200.0,0.0,180.0
9276,9277,24,17,30.0,19,7,5,Basic,PayPal,False,False,2023-10-19,360.0,0.0,57.0
9277,9278,31,5,25.0,19,4,4,Premium,Bank Transfer,False,False,2022-09-04,300.0,0.0,47.5
9278,9279,29,21,75.0,19,5,5,Premium,Venmo,False,False,2023-06-24,900.0,0.0,142.5
9279,9280,52,15,100.0,5,4,1,VIP,Bank Transfer,True,False,2023-03-28,1200.0,0.0,50.0
9280,9281,22,18,100.0,20,9,5,VIP,Venmo,True,False,2022-12-28,1200.0,0.0,200.0
9281,9282,34,16,67.5,21,4,5,Premium,Bank Transfer,True,True,2023-04-29,810.0,7.5,141.75
9282,9283,59,14,67.5,15,3,5,Premium,Credit Card,False,True,2024-02-14,810.0,7.5,101.25
9283,9284,49,14,75.0,12,3,4,Premium,Credit Card,False,False,2023-06-22,900.0,0.0,90.0
9284,9285,27,13,50.0,12,6,4,Standard,Venmo,False,False,2022-10-15,600.0,0.0,60.0
9285,9286,60,1,25.0,2,4,3,VIP,Credit Card,True,False,2024-01-27,300.0,0.0,5.0
9286,9287,34,6,100.0,8,3,3,VIP,Bank Transfer,False,False,2023-04-09,1200.0,0.0,80.0
9287,9288,22,23,67.5,19,5,4,Premium,PayPal,True,True,2024-07-22,810.0,7.5,128.25
9288,9289,62,11,75.0,15,3,5,Premium,Bank Transfer,True,False,2022-10-03,900.0,0.0,112.5
9289,9290,59,11,90.0,17,2,5,VIP,Bank Transfer,True,True,2023-04-30,1080.0,10.0,153.0
9290,9291,26,16,27.0,13,9,3,Basic,PayPal,False,True,2023-01-28,324.0,3.0,35.1
9291,9292,66,24,75.0,14,1,3,Premium,Bank Transfer,False,False,2023-12-26,900.0,0.0,105.0
9292,9293,50,3,25.0,21,4,5,Premium,Credit Card,True,False,2024-06-07,300.0,0.0,52.5
9293,9294,53,17,75.0,15,2,5,Premium,Credit Card,True,False,2022-10-21,900.0,0.0,112.5
9294,9295,53,22,75.0,17,2,5,Premium,Bank Transfer,False,False,2023-07-24,900.0,0.0,127.5
9295,9296,35,14,90.0,9,3,3,VIP,Credit Card,True,True,2024-08-02,1080.0,10.0,81.0
9296,9297,26,2,25.0,10,7,3,Standard,PayPal,False,True,2024-07-25,300.0,0.0,25.0
9297,9298,46,9,100.0,9,4,3,VIP,Credit Card,False,False,2023-04-12,1200.0,0.0,90.0
9298,9299,67,8,75.0,10,0,3,Premium,Bank Transfer,True,False,2023-03-18,900.0,0.0,75.0
9299,9300,31,11,90.0,18,1,5,VIP,Bank Transfer,False,True,2022-11-12,1080.0,10.0,162.0
9300,9301,42,7,100.0,15,0,5,VIP,Bank Transfer,True,False,2023-12-15,1200.0,0.0,150.0
9301,9302,32,22,90.0,5,0,1,VIP,Bank Transfer,True,True,2022-11-19,1080.0,10.0,45.0
9302,9303,23,2,25.0,17,7,5,Standard,PayPal,True,True,2023-12-20,300.0,0.0,42.5
9303,9304,59,4,25.0,15,3,4,VIP,Credit Card,False,True,2024-06-06,300.0,0.0,37.5
9304,9305,46,23,67.5,11,0,3,Premium,Credit Card,True,True,2023-02-14,810.0,7.5,74.25
9305,9306,32,14,67.5,8,2,4,Premium,Bank Transfer,False,True,2022-11-16,810.0,7.5,54.0
9306,9307,46,13,90.0,15,0,5,VIP,Bank Transfer,False,True,2022-12-06,1080.0,10.0,135.0
9307,9308,21,22,27.0,16,5,5,Basic,Venmo,False,True,2023-07-16,324.0,3.0,43.2
9308,9309,35,13,90.0,7,4,4,VIP,Credit Card,True,True,2023-08-09,1080.0,10.0,63.0
9309,9310,67,13,90.0,13,4,3,VIP,Bank Transfer,False,True,2023-07-28,1080.0,10.0,117.0
9310,9311,66,5,25.0,14,4,4,Premium,Credit Card,False,True,2023-07-06,300.0,0.0,35.0
9311,9312,61,12,100.0,8,0,3,VIP,Bank Transfer,True,False,2022-11-07,1200.0,0.0,80.0
9312,9313,56,6,75.0,7,3,3,Premium,Credit Card,True,False,2023-10-03,900.0,0.0,52.5
9313,9314,33,22,100.0,19,1,4,VIP,Credit Card,True,False,2022-11-10,1200.0,0.0,190.0
9314,9315,28,14,100.0,20,7,5,VIP,PayPal,False,False,2023-06-05,1200.0,0.0,200.0
9315,9316,31,8,67.5,0,3,2,Premium,Credit Card,True,True,2023-01-14,810.0,7.5,0.0
9316,9317,20,24,27.0,10,6,4,Basic,PayPal,True,True,2024-04-04,324.0,3.0,27.0
9317,9318,68,22,75.0,21,3,5,Premium,Credit Card,True,False,2024-03-14,900.0,0.0,157.5
9318,9319,67,8,100.0,14,1,4,VIP,Credit Card,True,False,2023-10-11,1200.0,0.0,140.0
9319,9320,59,7,100.0,13,4,4,VIP,Credit Card,False,False,2024-01-16,1200.0,0.0,130.0
9320,9321,55,17,67.5,6,2,2,Premium,Bank Transfer,True,True,2023-10-10,810.0,7.5,40.5
9321,9322,62,21,67.5,6,3,2,Premium,Bank Transfer,True,True,2024-08-26,810.0,7.5,40.5
9322,9323,59,11,90.0,3,3,2,VIP,Credit Card,True,True,2024-04-01,1080.0,10.0,27.0
9323,9324,35,10,75.0,14,1,4,Premium,Bank Transfer,True,False,2024-01-23,900.0,0.0,105.0
9324,9325,37,13,90.0,6,2,3,VIP,Bank Transfer,False,True,2024-03-27,1080.0,10.0,54.0
9325,9326,65,10,100.0,21,0,5,VIP,Credit Card,False,False,2023-12-17,1200.0,0.0,210.0
9326,9327,42,21,90.0,8,1,3,VIP,Credit Card,True,True,2024-08-25,1080.0,10.0,72.0
9327,9328,55,14,75.0,0,1,1,Premium,Credit Card,True,False,2023-11-15,900.0,0.0,0.0
9328,9329,30,9,50.0,1,3,3,Standard,Credit Card,True,False,2024-02-09,600.0,0.0,5.0
9329,9330,21,7,90.0,17,6,5,VIP,PayPal,True,True,2023-11-27,1080.0,10.0,153.0
9330,9331,31,7,100.0,6,4,1,VIP,Credit Card,True,False,2024-04-19,1200.0,0.0,60.0
9331,9332,50,18,67.5,2,2,1,Premium,Credit Card,True,True,2023-01-20,810.0,7.5,13.5
9332,9333,45,16,100.0,6,1,1,VIP,Bank Transfer,False,False,2023-06-11,1200.0,0.0,60.0
9333,9334,69,8,75.0,13,1,3,Premium,Credit Card,False,False,2023-09-20,900.0,0.0,97.5
9334,9335,54,16,67.5,15,4,4,Premium,Credit Card,False,True,2024-05-07,810.0,7.5,101.25
9335,9336,25,19,27.0,19,6,5,Basic,Venmo,True,True,2022-09-18,324.0,3.0,51.300000000000004
9336,9337,61,15,75.0,1,4,2,Premium,Credit Card,False,False,2023-01-10,900.0,0.0,7.5
9337,9338,51,15,90.0,0,1,2,VIP,Credit Card,True,True,2023-01-29,1080.0,10.0,0.0
9338,9339,61,6,75.0,7,3,4,Premium,Bank Transfer,False,False,2022-12-27,900.0,0.0,52.5
9339,9340,22,9,45.0,14,6,4,Standard,Venmo,False,True,2022-10-27,540.0,5.0,63.0
9340,9341,22,15,50.0,19,8,4,Standard,PayPal,True,False,2023-10-23,600.0,0.0,95.0
9341,9342,48,7,90.0,3,4,3,VIP,Credit Card,True,True,2023-07-07,1080.0,10.0,27.0
9342,9343,62,8,67.5,8,1,4,Premium,Credit Card,True,True,2023-01-26,810.0,7.5,54.0
9343,9344,26,18,75.0,14,7,4,Premium,PayPal,True,False,2024-03-11,900.0,0.0,105.0
9344,9345,59,21,100.0,9,1,4,VIP,Credit Card,True,False,2024-03-15,1200.0,0.0,90.0
9345,9346,49,16,75.0,17,3,5,Premium,Credit Card,False,False,2024-05-20,900.0,0.0,127.5
9346,9347,50,15,75.0,8,1,3,Premium,Bank Transfer,True,False,2024-01-16,900.0,0.0,60.0
9347,9348,20,3,25.0,14,6,4,Premium,PayPal,False,False,2024-04-20,300.0,0.0,35.0
9348,9349,47,1,25.0,7,3,4,VIP,Credit Card,True,True,2023-02-06,300.0,0.0,17.5
9349,9350,67,13,100.0,21,0,4,VIP,Credit Card,True,False,2022-11-13,1200.0,0.0,210.0
9350,9351,29,22,75.0,13,6,3,Premium,PayPal,False,False,2024-02-02,900.0,0.0,97.5
9351,9352,46,12,100.0,18,2,4,VIP,Bank Transfer,False,False,2024-05-14,1200.0,0.0,180.0
9352,9353,20,9,50.0,20,6,5,Standard,PayPal,True,False,2024-02-20,600.0,0.0,100.0
9353,9354,43,2,25.0,10,4,4,Premium,Credit Card,False,False,2023-09-09,300.0,0.0,25.0
9354,9355,47,9,100.0,3,0,3,VIP,Credit Card,False,False,2022-10-06,1200.0,0.0,30.0
9355,9356,26,8,75.0,11,7,3,Premium,PayPal,True,False,2023-03-29,900.0,0.0,82.5
9356,9357,43,5,25.0,8,4,3,VIP,Bank Transfer,False,False,2022-11-26,300.0,0.0,20.0
9357,9358,19,13,27.0,17,7,5,Basic,PayPal,True,True,2023-07-02,324.0,3.0,45.900000000000006
9358,9359,20,2,25.0,13,5,4,Premium,Venmo,True,True,2024-06-18,300.0,0.0,32.5
9359,9360,63,10,75.0,18,0,5,Premium,Credit Card,False,False,2024-05-27,900.0,0.0,135.0
9360,9361,21,6,50.0,12,7,4,Standard,PayPal,False,False,2024-04-24,600.0,0.0,60.0
9361,9362,42,7,75.0,21,2,5,Premium,Credit Card,False,False,2023-09-23,900.0,0.0,157.5
9362,9363,68,3,25.0,11,3,4,Premium,Credit Card,False,True,2023-08-26,300.0,0.0,27.5
9363,9364,30,14,50.0,10,4,3,Standard,Credit Card,False,False,2023-07-27,600.0,0.0,50.0
9364,9365,56,16,90.0,2,2,3,VIP,Bank Transfer,False,True,2024-01-22,1080.0,10.0,18.0
9365,9366,61,6,75.0,0,4,1,Premium,Credit Card,True,False,2022-11-30,900.0,0.0,0.0
9366,9367,52,22,75.0,9,0,3,Premium,Credit Card,False,False,2023-04-07,900.0,0.0,67.5
9367,9368,40,8,100.0,20,0,5,VIP,Bank Transfer,False,False,2023-04-14,1200.0,0.0,200.0
9368,9369,26,1,25.0,12,7,3,VIP,PayPal,False,False,2023-10-01,300.0,0.0,30.0
9369,9370,19,20,100.0,20,9,5,VIP,Venmo,False,False,2023-08-23,1200.0,0.0,200.0
9370,9371,58,15,90.0,6,0,1,VIP,Credit Card,False,True,2023-05-03,1080.0,10.0,54.0
9371,9372,61,17,100.0,4,3,2,VIP,Bank Transfer,True,False,2024-08-24,1200.0,0.0,40.0
9372,9373,48,24,67.5,1,4,1,Premium,Credit Card,False,True,2023-08-08,810.0,7.5,6.75
9373,9374,61,18,67.5,17,4,5,Premium,Credit Card,False,True,2023-06-22,810.0,7.5,114.75
9374,9375,64,24,75.0,13,4,4,Premium,Credit Card,True,False,2024-05-07,900.0,0.0,97.5
9375,9376,19,3,25.0,13,9,3,VIP,Venmo,True,True,2024-05-20,300.0,0.0,32.5
9376,9377,49,24,90.0,1,4,3,VIP,Bank Transfer,True,True,2023-02-13,1080.0,10.0,9.0
9377,9378,35,6,100.0,4,3,1,VIP,Bank Transfer,True,False,2024-08-28,1200.0,0.0,40.0
9378,9379,30,17,100.0,12,0,4,VIP,Bank Transfer,False,False,2023-03-06,1200.0,0.0,120.0
9379,9380,63,23,67.5,6,4,1,Premium,Credit Card,False,True,2024-06-12,810.0,7.5,40.5
9380,9381,22,13,30.0,19,9,5,Basic,Venmo,True,False,2022-12-04,360.0,0.0,57.0
9381,9382,59,23,100.0,19,4,4,VIP,Credit Card,True,False,2023-08-01,1200.0,0.0,190.0
9382,9383,61,22,75.0,6,0,2,Premium,Credit Card,True,False,2023-08-08,900.0,0.0,45.0
9383,9384,27,17,90.0,16,7,5,VIP,Venmo,True,True,2023-12-15,1080.0,10.0,144.0
9384,9385,60,21,75.0,17,0,4,Premium,Credit Card,True,False,2023-10-24,900.0,0.0,127.5
9385,9386,42,16,67.5,17,4,5,Premium,Bank Transfer,True,True,2023-09-30,810.0,7.5,114.75
9386,9387,51,17,75.0,1,0,1,Premium,Credit Card,False,False,2024-02-03,900.0,0.0,7.5
9387,9388,54,1,25.0,15,1,4,VIP,Bank Transfer,True,False,2023-04-08,300.0,0.0,37.5
9388,9389,47,16,100.0,12,2,3,VIP,Credit Card,False,False,2023-06-10,1200.0,0.0,120.0
9389,9390,24,6,100.0,10,8,4,VIP,Venmo,False,False,2024-07-17,1200.0,0.0,100.0
9390,9391,23,8,27.0,15,6,5,Basic,Venmo,True,True,2023-07-24,324.0,3.0,40.5
9391,9392,20,1,25.0,16,9,5,VIP,PayPal,True,True,2023-10-27,300.0,0.0,40.0
9392,9393,30,2,25.0,8,3,4,Basic,Bank Transfer,True,True,2024-01-17,300.0,0.0,20.0
