Product_ID,Customer_ID,Review_ID,Price,Discount_Amount,Review_Length,Delivery_Time,Verified_Purchase,Review_Date,Customer_Age_Group,Product_Category,Product_Name,Contains_Image,Rating
8833,8632,13833,61.56,25.0,420,14.0,True,2024-01-01,25-34,Electronics,E-Reader,False,5
8834,9467,13834,54.89,10.0,206,8.5,True,2024-04-24,25-34,Electronics,Printer,False,5
8835,3638,13835,13.08,50.0,191,8.7,False,2024-06-09,25-34,Apparel,Blouse,False,5
8836,1314,13836,79.73,50.0,212,12.6,False,2024-02-06,25-34,Electronics,Bluetooth Speaker,False,4
8837,4250,13837,35.69,10.0,317,7.5,False,2024-04-22,25-34,Electronics,Portable Charger,False,3
8838,7121,13838,25.14,50.0,190,1.9,True,2024-01-14,25-34,Apparel,Overalls,True,5
8839,1893,13839,23.9,10.0,399,2.0,True,2024-01-04,25-34,Electronics,Digital Audio Player,False,5
8840,3086,13840,89.06,25.0,414,11.7,True,2024-05-07,25-34,Electronics,Tablet,True,3
8841,3845,13841,35.23,50.0,65,1.9,True,2024-07-09,25-34,Electronics,Drone,True,4
8842,9508,13842,27.41,25.0,83,13.3,True,2024-05-08,25-34,Apparel,Bomber Jacket,False,3
8843,5413,13843,27.7,50.0,98,13.1,False,2024-04-26,25-34,Apparel,Tracksuit,True,3
8844,5680,13844,23.28,10.0,247,1.8,True,2024-05-06,25-34,Apparel,Socks,False,5
8845,3833,13845,28.72,50.0,393,3.6,False,2024-03-16,25-34,Home Goods,Wardrobe,False,4
8846,4376,13846,97.25,10.0,192,14.0,False,2024-05-26,25-34,Electronics,Keyboard,True,5
8847,9928,13847,15.7,50.0,224,3.6,False,2024-02-27,25-34,Electronics,Bluetooth Speaker,False,3
8848,9515,13848,33.97,25.0,398,12.0,False,2024-07-26,25-34,Apparel,Bermuda Shorts,True,3
8849,8579,13849,26.15,50.0,414,11.8,True,2024-04-08,25-34,Home Goods,Nightstand,True,5
8850,8736,13850,30.23,10.0,328,1.3,True,2024-04-23,25-34,Home Goods,Shoe Rack,True,5
8851,4121,13851,63.6,10.0,351,4.6,False,2024-07-07,25-34,Electronics,Printer,True,4
8852,2502,13852,13.24,25.0,348,10.5,False,2024-08-12,25-34,Electronics,Home Security Camera,True,5
8853,1839,13853,20.02,25.0,149,12.2,True,2024-08-20,25-34,Home Goods,Curtains,True,3
8854,9527,13854,12.87,25.0,289,5.6,True,2024-08-24,25-34,Electronics,Projector,False,4
8855,9903,13855,16.38,10.0,178,12.6,False,2024-05-28,25-34,Home Goods,Curtain Rod,False,5
8856,6428,13856,40.37,25.0,343,7.3,True,2024-02-14,25-34,Electronics,Game Console,False,4
8857,1765,13857,32.12,10.0,254,2.7,False,2024-07-17,25-34,Electronics,Streaming Device,False,4
8858,5265,13858,14.55,10.0,414,10.7,True,2024-07-06,25-34,Apparel,Baseball Cap,True,5
8859,2512,13859,26.86,25.0,429,10.9,True,2024-08-04,25-34,Home Goods,Shower Curtain,True,4
8860,8209,13860,34.77,25.0,455,3.5,True,2024-05-29,25-34,Apparel,Blouse,False,3
8861,4668,13861,17.51,25.0,355,4.1,False,2024-03-19,25-34,Apparel,Scarf,True,3
8862,2658,13862,38.72,50.0,435,11.5,True,2024-07-09,25-34,Apparel,Beanie,False,3
8863,9791,13863,17.54,50.0,427,13.8,False,2024-01-24,25-34,Electronics,Smartwatch,False,4
8864,1830,13864,91.21,10.0,338,4.4,True,2024-05-19,25-34,Electronics,Gaming Headset,True,3
8865,6718,13865,29.0,25.0,492,7.3,False,2024-02-25,25-34,Home Goods,Garbage Bin,True,4
8866,7082,13866,51.51,50.0,58,3.3,True,2024-06-10,25-34,Electronics,Digital Photo Frame,False,3
8867,8350,13867,20.67,50.0,496,14.1,False,2024-04-08,25-34,Apparel,Hoodie,True,3
8868,8242,13868,46.47,10.0,482,10.5,False,2024-02-17,25-34,Home Goods,Storage Bench,False,4
8869,8117,13869,19.43,50.0,455,4.3,False,2024-05-19,25-34,Home Goods,Throw Blanket,False,4
8870,5797,13870,14.26,25.0,374,1.5,True,2024-04-07,25-34,Apparel,Coat,False,5
8871,1740,13871,41.91,10.0,409,13.2,True,2024-02-05,25-34,Apparel,Bermuda Shorts,False,3
8872,2355,13872,19.0,25.0,356,5.8,True,2024-04-28,25-34,Home Goods,Blender,True,5
8873,6868,13873,35.67,10.0,477,11.9,True,2024-07-09,25-34,Home Goods,Bedding Set,True,3
8874,9653,13874,12.16,50.0,215,13.5,False,2024-07-31,25-34,Electronics,USB Drive,True,4
8875,4624,13875,42.86,25.0,294,4.4,True,2024-01-29,25-34,Apparel,Gloves,False,3
8876,6721,13876,27.0,50.0,350,12.5,True,2024-01-27,25-34,Home Goods,Dishwasher Safe Container,False,3
8877,7660,13877,76.07,25.0,119,1.0,False,2024-02-16,25-34,Electronics,Digital Audio Player,True,5
8878,5374,13878,94.33,25.0,100,13.9,False,2024-01-26,25-34,Electronics,Smart Lock,True,4
8879,6887,13879,38.09,50.0,396,13.0,True,2024-02-22,25-34,Home Goods,Garbage Bin,False,4
8880,3698,13880,94.05,25.0,101,13.0,False,2024-01-25,25-34,Electronics,Mouse,True,4
8881,3298,13881,17.05,10.0,150,7.2,False,2024-01-25,25-34,Home Goods,Dish Rack,False,5
8882,5516,13882,94.88,25.0,142,9.2,True,2024-07-17,25-34,Electronics,Drone,True,5
8883,6973,13883,64.77,25.0,239,13.1,False,2024-08-08,25-34,Electronics,Camera,True,4
8884,6395,13884,35.34,10.0,240,2.5,False,2024-06-06,25-34,Home Goods,Storage Bench,False,5
8885,1012,13885,22.76,10.0,164,9.0,False,2024-07-24,25-34,Home Goods,Coffee Table,True,4
8886,6425,13886,43.74,25.0,284,12.1,True,2024-05-06,25-34,Home Goods,Shower Curtain,False,4
8887,5403,13887,89.58,25.0,388,5.5,True,2024-08-03,25-34,Electronics,Smart Speaker,False,5
8888,6872,13888,44.84,25.0,312,2.7,True,2024-05-20,25-34,Home Goods,Dresser,True,5
8889,8408,13889,72.44,50.0,136,2.6,True,2024-07-23,25-34,Electronics,Gaming Headset,False,5
8890,5805,13890,12.42,10.0,227,5.5,False,2024-08-23,25-34,Electronics,Smart Lock,True,4
8891,7372,13891,11.79,10.0,159,6.4,True,2024-07-15,25-34,Home Goods,Clock,True,4
8892,7627,13892,65.09,25.0,498,14.5,True,2024-02-03,25-34,Electronics,Drone,False,3
8893,3468,13893,51.03,25.0,133,6.8,True,2024-08-28,25-34,Electronics,Smartphone,False,4
8894,9503,13894,10.33,50.0,475,12.3,False,2024-03-06,25-34,Electronics,Electronic Cigarette,True,4
8895,9260,13895,32.12,50.0,148,5.5,True,2024-06-03,25-34,Home Goods,Sofa,True,5
8896,7929,13896,94.02,10.0,294,3.8,True,2024-04-30,25-34,Electronics,Smart Lock,True,3
8897,2279,13897,62.59,50.0,327,4.8,True,2024-07-24,25-34,Electronics,Projector,True,4
8898,4283,13898,77.36,25.0,431,5.6,True,2024-06-20,25-34,Electronics,Gaming Headset,False,5
8899,4136,13899,16.89,25.0,499,1.8,True,2024-05-02,25-34,Electronics,Printer,False,4
8900,3570,13900,23.83,10.0,108,7.3,False,2024-08-18,25-34,Apparel,Knit Hat,False,4
8901,8268,13901,46.69,50.0,298,3.5,True,2024-03-23,25-34,Electronics,Tablet,True,5
8902,9212,13902,76.53,50.0,66,7.2,False,2024-01-27,25-34,Electronics,Camera,False,4
8903,9483,13903,50.77,10.0,132,9.4,True,2024-01-23,25-34,Electronics,Digital Camera,True,3
8904,5068,13904,15.89,10.0,56,13.0,False,2024-02-18,25-34,Electronics,Headphones,True,5
8905,1016,13905,58.47,50.0,304,1.7,False,2024-03-09,25-34,Electronics,Electronic Organizer,True,4
8906,8811,13906,39.14,50.0,347,2.4,False,2024-03-10,25-34,Apparel,Sweatshirt,False,4
8907,3799,13907,75.03,10.0,175,9.7,False,2024-06-22,25-34,Electronics,Smart Speaker,False,3
8908,5767,13908,13.65,25.0,133,4.1,True,2024-01-21,25-34,Electronics,Smart Light Bulb,True,5
8909,4498,13909,75.16,25.0,390,12.8,True,2024-08-19,25-34,Electronics,Digital Audio Player,False,4
8910,7698,13910,47.74,10.0,399,6.7,False,2024-08-11,25-34,Home Goods,Lamp,False,3
8911,4648,13911,29.95,10.0,235,11.3,True,2024-02-15,25-34,Home Goods,Curtains,False,3
8912,7738,13912,42.21,25.0,426,6.6,True,2024-05-19,25-34,Apparel,Leggings,True,3
8913,4903,13913,16.33,50.0,190,9.8,False,2024-08-15,25-34,Electronics,USB Drive,True,4
8914,6483,13914,41.51,50.0,208,1.0,True,2024-03-22,25-34,Electronics,Printer,True,5
8915,5900,13915,37.63,10.0,276,1.7,False,2024-02-07,25-34,Electronics,E-Reader,False,4
8916,4054,13916,40.67,25.0,165,9.3,True,2024-07-04,25-34,Electronics,Smart Doorbell,True,3
8917,4207,13917,52.97,25.0,209,4.5,False,2024-04-21,25-34,Electronics,Electronic Scale,True,3
8918,7207,13918,50.01,50.0,195,3.7,True,2024-08-05,25-34,Electronics,Projector,True,4
8919,9492,13919,63.97,25.0,148,12.6,True,2024-04-05,25-34,Electronics,VR Headset,True,4
8920,2573,13920,27.59,10.0,465,7.0,True,2024-07-23,25-34,Home Goods,Mirror,True,3
8921,5773,13921,45.45,25.0,89,3.2,True,2024-07-08,25-34,Home Goods,Ottoman,True,5
8922,1511,13922,12.19,10.0,218,6.1,False,2024-08-01,25-34,Electronics,Electronic Cigarette,True,3
8923,6258,13923,33.72,50.0,273,1.9,True,2024-08-23,25-34,Apparel,Suit,False,4
8924,7877,13924,21.98,10.0,409,12.1,False,2024-05-23,25-34,Home Goods,Bookshelf,True,4
8925,8018,13925,45.06,50.0,224,14.1,True,2024-06-29,25-34,Electronics,Action Camera,True,5
8926,4050,13926,25.64,25.0,114,5.2,False,2024-06-07,25-34,Apparel,Bermuda Shorts,True,4
8927,4986,13927,12.19,10.0,142,3.0,False,2024-04-16,25-34,Home Goods,Tablecloth,True,4
8928,4054,13928,15.73,10.0,264,14.3,False,2024-02-17,25-34,Apparel,Tracksuit,False,3
8929,8773,13929,21.62,25.0,90,3.6,False,2024-04-07,25-34,Electronics,Laptop Stand,True,4
8930,8096,13930,37.6,25.0,148,7.6,False,2024-01-25,25-34,Home Goods,Blender,False,5
8931,2459,13931,37.8,25.0,323,12.5,False,2024-05-22,25-34,Home Goods,Bookshelf,True,3
8932,1855,13932,18.35,10.0,496,13.4,True,2024-06-03,25-34,Electronics,Home Security Camera,True,3
8933,6419,13933,23.73,10.0,452,5.6,True,2024-05-26,25-34,Home Goods,Dining Table,True,3
8934,4983,13934,25.32,50.0,351,11.3,False,2024-03-08,25-34,Apparel,Denim Jacket,True,4
8935,9787,13935,41.08,50.0,436,9.2,True,2024-01-24,25-34,Electronics,External Hard Drive,False,5
8936,8181,13936,21.23,25.0,90,7.5,True,2024-06-02,25-34,Apparel,T-Shirt,True,4
8937,3853,13937,29.14,10.0,324,5.6,False,2024-03-07,25-34,Home Goods,Throw Blanket,True,4
8938,4978,13938,31.61,25.0,462,14.9,True,2024-02-27,25-34,Electronics,Smartphone,True,5
8939,1631,13939,33.06,10.0,416,14.1,True,2024-01-19,25-34,Electronics,Keyboard,False,4
8940,8773,13940,17.61,10.0,404,14.6,True,2024-07-17,25-34,Home Goods,Bath Mat,True,4
8941,8199,13941,76.43,25.0,201,13.5,True,2024-04-09,25-34,Electronics,Smartwatch,False,5
8942,7362,13942,75.92,25.0,354,11.2,False,2024-08-26,25-34,Electronics,Electronic Organizer,True,4
8943,6097,13943,16.59,10.0,445,14.0,False,2024-03-22,25-34,Apparel,Leggings,True,4
8944,8151,13944,42.25,10.0,148,10.9,True,2024-08-26,25-34,Electronics,Smart Home Hub,False,3
8945,3831,13945,82.25,25.0,490,5.7,True,2024-05-12,25-34,Electronics,Electronic Organizer,True,5
8946,1251,13946,12.9,25.0,262,10.3,False,2024-05-28,25-34,Apparel,Hoodie,False,4
8947,7903,13947,96.96,25.0,53,12.0,False,2024-01-26,25-34,Electronics,E-Reader,False,4
8948,6425,13948,84.81,25.0,194,4.0,False,2024-03-18,25-34,Electronics,Headphones,False,3
8949,3148,13949,39.52,25.0,387,14.4,True,2024-08-20,25-34,Electronics,Mouse,True,4
8950,6141,13950,27.41,25.0,270,13.2,True,2024-05-01,25-34,Electronics,Smart Doorbell,True,3
8951,6294,13951,41.2,10.0,387,10.6,False,2024-03-02,25-34,Home Goods,Rug,False,3
8952,7818,13952,80.62,50.0,224,11.3,False,2024-06-24,25-34,Electronics,Drone,False,3
8953,8641,13953,47.78,10.0,223,12.2,False,2024-02-29,25-34,Electronics,Drone,False,5
8954,5730,13954,45.87,25.0,167,6.0,True,2024-08-11,25-34,Home Goods,Area Rug,False,3
8955,6940,13955,27.62,10.0,232,13.3,True,2024-03-09,25-34,Home Goods,Laundry Basket,False,5
8956,9021,13956,19.77,50.0,119,2.6,False,2024-05-08,25-34,Apparel,Knit Hat,True,4
8957,2676,13957,35.26,50.0,358,8.3,True,2024-06-22,25-34,Home Goods,Mirror,True,3
8958,7098,13958,26.53,25.0,132,12.3,False,2024-08-12,25-34,Apparel,Jacket,False,5
8959,9321,13959,16.95,50.0,386,1.0,True,2024-04-18,25-34,Home Goods,End Table,False,4
8960,2618,13960,19.99,10.0,276,1.5,True,2024-04-27,25-34,Electronics,Game Console,True,5
8961,3754,13961,89.02,50.0,273,1.3,False,2024-07-06,25-34,Electronics,Wireless Charger,True,4
8962,3493,13962,40.52,50.0,449,7.0,True,2024-02-10,25-34,Electronics,Electronic Cigarette,True,5
8963,1752,13963,91.43,50.0,328,13.0,True,2024-08-09,25-34,Electronics,Laptop Stand,False,3
8964,3223,13964,45.51,10.0,419,3.7,False,2024-03-11,25-34,Home Goods,Throw Blanket,True,4
8965,9331,13965,31.88,10.0,414,14.6,False,2024-04-19,25-34,Electronics,Smart Light Bulb,True,4
8966,9472,13966,32.01,25.0,484,11.8,False,2024-07-05,25-34,Home Goods,Bed Frame,True,4
8967,3899,13967,94.07,25.0,478,5.7,False,2024-01-16,25-34,Electronics,Mouse,False,5
8968,8246,13968,47.86,50.0,109,1.8,True,2024-02-11,25-34,Home Goods,Wardrobe,False,4
8969,3353,13969,22.24,50.0,331,7.4,True,2024-01-29,25-34,Apparel,Skirt,False,5
8970,3169,13970,41.14,50.0,402,6.2,False,2024-03-25,25-34,Apparel,Tracksuit,False,3
8971,5612,13971,85.83,50.0,435,5.2,True,2024-03-11,25-34,Electronics,Electronic Scale,False,4
8972,4511,13972,34.36,50.0,487,9.6,False,2024-02-13,25-34,Home Goods,Lamp,True,3
8973,5319,13973,48.88,10.0,223,5.4,True,2024-07-23,25-34,Apparel,Rain Boots,True,4
8974,9347,13974,21.25,50.0,281,7.5,False,2024-06-29,25-34,Electronics,Keyboard,True,5
8975,8959,13975,23.67,25.0,491,5.3,False,2024-05-16,25-34,Electronics,Smartwatch,True,5
8976,5410,13976,23.93,50.0,291,8.7,True,2024-02-06,25-34,Apparel,Blouse,False,3
8977,6636,13977,35.15,10.0,173,6.6,True,2024-04-01,25-34,Apparel,T-Shirt,True,3
8978,3442,13978,51.26,25.0,358,15.0,True,2024-03-11,25-34,Electronics,Wireless Charger,True,4
8979,2015,13979,69.87,25.0,58,13.9,True,2024-05-18,25-34,Electronics,External Hard Drive,False,3
8980,5053,13980,46.58,10.0,307,9.7,False,2024-03-10,25-34,Apparel,Coat,True,4
8981,2614,13981,63.87,25.0,328,7.8,True,2024-03-05,25-34,Electronics,Action Camera Accessories,True,3
8982,9759,13982,32.82,50.0,136,10.7,True,2024-08-10,25-34,Home Goods,Rug,True,5
8983,3069,13983,90.83,50.0,137,4.2,False,2024-08-19,25-34,Electronics,Game Console,True,5
8984,4990,13984,19.29,25.0,278,10.8,False,2024-02-02,25-34,Apparel,Rain Boots,True,3
8985,5890,13985,14.9,50.0,478,3.4,True,2024-06-22,25-34,Apparel,Rain Boots,False,5
8986,9212,13986,36.63,25.0,322,5.0,True,2024-07-08,25-34,Apparel,Suit,False,4
8987,7741,13987,20.73,50.0,279,13.1,True,2024-02-01,25-34,Electronics,Mouse,True,3
8988,6316,13988,53.36,25.0,112,12.8,False,2024-07-15,25-34,Electronics,Router,True,4
8989,1646,13989,99.52,50.0,352,8.0,False,2024-02-16,25-34,Electronics,Tablet,True,4
8990,5533,13990,65.35,50.0,280,11.4,True,2024-02-11,25-34,Electronics,Camera,True,4
8991,7585,13991,38.82,50.0,55,8.9,False,2024-04-25,25-34,Electronics,Streaming Device,True,4
8992,1733,13992,48.96,25.0,328,14.8,True,2024-05-25,25-34,Home Goods,Dining Table,True,3
8993,2772,13993,43.26,10.0,296,10.6,False,2024-06-17,25-34,Electronics,Smart Doorbell,True,3
8994,7011,13994,18.85,25.0,267,4.7,True,2024-05-23,25-34,Home Goods,Bookshelf,True,5
8995,5646,13995,18.18,10.0,170,5.8,True,2024-05-20,25-34,Apparel,Socks,False,3
8996,1551,13996,40.51,25.0,425,12.2,False,2024-08-22,25-34,Electronics,Mouse,False,4
8997,4996,13997,39.05,10.0,246,4.7,False,2024-04-09,25-34,Electronics,Tablet,True,5
8998,7496,13998,82.52,50.0,155,4.4,True,2024-05-22,25-34,Electronics,Gaming Headset,False,5
8999,3879,13999,96.78,10.0,485,9.9,True,2024-01-16,25-34,Electronics,Camera,True,4
9000,4372,14000,49.93,50.0,253,11.4,True,2024-03-11,25-34,Home Goods,Cookware Set,True,3
9001,2235,14001,20.64,25.0,116,11.9,False,2024-01-11,25-34,Apparel,Yoga Pants,False,5
9002,8944,14002,91.05,25.0,105,12.8,False,2024-07-27,25-34,Electronics,Camera,True,3
9003,3617,14003,10.77,10.0,409,9.2,False,2024-06-06,25-34,Electronics,TV,False,4
9004,7282,14004,52.68,50.0,98,3.9,False,2024-06-16,25-34,Electronics,Wi-Fi Extender,True,4
9005,1074,14005,87.01,25.0,328,1.3,False,2024-04-09,25-34,Electronics,Gaming Headset,True,5
9006,1987,14006,38.82,25.0,77,3.0,False,2024-04-10,25-34,Apparel,Denim Jacket,False,4
9007,7075,14007,14.0,50.0,476,11.8,True,2024-02-13,25-34,Apparel,Sweater,True,5
9008,5783,14008,45.98,25.0,97,12.8,True,2024-07-12,25-34,Apparel,Pajamas,False,4
9009,1595,14009,15.99,50.0,159,8.5,True,2024-04-17,25-34,Electronics,Smart Home Hub,True,5
9010,3071,14010,43.69,50.0,394,11.2,False,2024-05-21,25-34,Apparel,Bermuda Shorts,False,3
9011,5769,14011,36.88,10.0,245,14.4,True,2024-02-23,25-34,Apparel,Blouse,False,4
9012,1066,14012,46.93,50.0,327,9.4,True,2024-06-15,25-34,Home Goods,Tablecloth,True,4
9013,7805,14013,18.03,50.0,126,8.1,True,2024-08-24,25-34,Home Goods,Dishwasher Safe Container,True,5
9014,7576,14014,41.36,25.0,139,9.5,False,2024-01-13,25-34,Home Goods,Dishwasher Safe Container,True,5
9015,4746,14015,16.01,50.0,472,12.9,True,2024-04-13,25-34,Apparel,Overalls,False,4
9016,4830,14016,99.83,50.0,53,12.7,False,2024-06-08,25-34,Electronics,Wireless Charger,False,3
9017,1549,14017,69.71,50.0,142,10.8,True,2024-03-17,25-34,Electronics,Home Theater System,False,4
9018,2119,14018,10.5,50.0,365,8.2,True,2024-08-03,25-34,Apparel,Yoga Pants,False,3
9019,4871,14019,32.15,50.0,454,10.7,False,2024-02-16,25-34,Home Goods,Clock,True,4
9020,5760,14020,25.38,50.0,139,3.1,False,2024-06-25,25-34,Home Goods,Outdoor Furniture,True,3
9021,3279,14021,37.76,50.0,64,10.2,True,2024-05-18,25-34,Home Goods,Dining Chairs,True,3
9022,7810,14022,36.21,25.0,145,1.8,True,2024-01-23,25-34,Home Goods,Desk,True,4
9023,6071,14023,41.26,25.0,159,9.4,False,2024-01-07,25-34,Apparel,Baseball Cap,False,4
9024,4213,14024,33.16,10.0,233,7.2,True,2024-07-03,25-34,Apparel,Leggings,False,4
9025,3539,14025,18.77,10.0,229,4.0,False,2024-02-24,25-34,Electronics,External Hard Drive,False,4
9026,3164,14026,14.48,10.0,298,5.2,False,2024-06-22,25-34,Electronics,Mouse,True,4
9027,4860,14027,54.25,50.0,336,13.5,True,2024-02-18,25-34,Electronics,Electronic Scale,False,3
9028,3271,14028,52.02,25.0,343,1.4,True,2024-01-20,25-34,Electronics,Digital Photo Frame,False,5
9029,1172,14029,32.84,10.0,446,10.1,False,2024-05-22,25-34,Home Goods,Vase,True,4
9030,1335,14030,43.93,25.0,444,4.2,True,2024-01-02,25-34,Apparel,Jacket,False,4
9031,3277,14031,37.18,25.0,368,2.0,False,2024-05-14,25-34,Electronics,Game Console,False,4
9032,8326,14032,49.63,25.0,343,8.0,False,2024-05-23,25-34,Home Goods,Microwave,True,4
9033,7470,14033,61.66,50.0,198,2.5,True,2024-05-27,25-34,Electronics,Bluetooth Earbuds,False,4
9034,8734,14034,16.03,10.0,248,3.6,True,2024-08-10,25-34,Electronics,Electronic Cigarette,True,4
9035,6476,14035,27.27,10.0,258,12.3,True,2024-04-27,25-34,Apparel,Jumpsuit,False,3
9036,7244,14036,52.58,50.0,485,11.9,False,2024-08-20,25-34,Electronics,External Hard Drive,True,5
9037,2626,14037,44.97,50.0,361,2.5,False,2024-01-23,25-34,Electronics,Smart Home Hub,True,5
9038,3261,14038,88.02,25.0,254,3.1,True,2024-06-25,25-34,Electronics,Smart Lock,True,3
9039,6532,14039,11.9,50.0,404,6.1,True,2024-06-02,25-34,Home Goods,Ottoman,True,5
9040,2172,14040,43.76,25.0,409,11.1,True,2024-03-17,25-34,Home Goods,TV Stand,True,5
9041,1113,14041,32.56,10.0,128,3.6,True,2024-08-20,25-34,Apparel,Suit,False,3
9042,1251,14042,10.89,10.0,306,4.8,False,2024-05-31,25-34,Electronics,Bluetooth Speaker,False,5
9043,1320,14043,19.53,25.0,364,2.0,False,2024-03-17,25-34,Electronics,TV,True,5
9044,7255,14044,14.85,25.0,418,3.5,False,2024-05-09,25-34,Home Goods,Laundry Basket,True,3
9045,5480,14045,44.9,25.0,83,8.7,False,2024-07-21,25-34,Apparel,Coat,False,4
9046,8443,14046,42.67,50.0,222,7.2,True,2024-04-09,25-34,Electronics,Smart Home Hub,True,3
9047,3176,14047,71.46,10.0,299,11.8,False,2024-05-10,25-34,Electronics,Home Security Camera,True,3
9048,5706,14048,16.56,25.0,434,13.0,False,2024-08-22,25-34,Electronics,External Hard Drive,False,3
9049,8741,14049,32.47,50.0,292,6.3,False,2024-03-18,25-34,Apparel,Jumpsuit,True,4
9050,2946,14050,20.25,10.0,454,12.6,True,2024-04-19,25-34,Apparel,Tracksuit,True,4
9051,8937,14051,15.05,10.0,175,7.9,True,2024-07-24,25-34,Apparel,Baseball Cap,False,3
9052,9357,14052,13.1,10.0,380,10.0,True,2024-01-09,25-34,Electronics,Smart Thermostat,True,3
9053,7231,14053,49.32,25.0,476,11.2,True,2024-07-29,25-34,Apparel,Bermuda Shorts,False,3
9054,3186,14054,50.63,50.0,375,7.3,True,2024-06-11,25-34,Electronics,Digital Audio Player,True,4
9055,5328,14055,26.34,25.0,218,14.6,True,2024-04-19,25-34,Electronics,USB Drive,True,4
9056,4174,14056,10.82,50.0,436,11.7,False,2024-05-25,25-34,Home Goods,End Table,True,3
9057,1673,14057,74.31,25.0,118,7.4,True,2024-03-21,25-34,Electronics,USB Drive,True,3
9058,8482,14058,24.47,25.0,162,5.6,True,2024-06-30,25-34,Home Goods,Vase,True,4
9059,5567,14059,96.57,25.0,489,11.2,False,2024-05-07,25-34,Electronics,USB Drive,True,3
9060,1912,14060,49.99,25.0,445,9.1,False,2024-01-28,25-34,Apparel,Dress,False,3
9061,6945,14061,48.07,10.0,123,12.9,False,2024-04-02,25-34,Electronics,Wi-Fi Extender,True,4
9062,5481,14062,19.1,10.0,420,11.0,True,2024-04-27,25-34,Home Goods,Wall Art,False,5
9063,8069,14063,11.18,10.0,495,8.8,False,2024-03-11,25-34,Home Goods,Microwave,False,5
9064,1251,14064,46.84,25.0,465,12.1,True,2024-04-13,25-34,Apparel,Cardigan,False,4
9065,4831,14065,64.85,10.0,219,11.7,False,2024-01-26,25-34,Electronics,Laptop,True,5
9066,4681,14066,94.0,10.0,160,6.1,True,2024-04-30,25-34,Electronics,Electronic Scale,True,4
9067,7695,14067,13.11,10.0,338,7.5,True,2024-03-08,25-34,Apparel,Cargo Pants,True,3
9068,4199,14068,32.16,25.0,460,1.1,False,2024-06-24,25-34,Home Goods,Vase,True,5
9069,8809,14069,18.71,10.0,130,12.2,False,2024-07-02,25-34,Apparel,Socks,True,4
9070,4679,14070,91.28,25.0,53,11.3,True,2024-06-15,25-34,Electronics,VR Headset,True,3
9071,7677,14071,42.03,25.0,314,10.3,True,2024-04-10,25-34,Apparel,Skirt,False,3
9072,6450,14072,72.04,25.0,216,7.0,True,2024-01-27,25-34,Electronics,Laptop,True,5
9073,2994,14073,90.32,25.0,461,2.9,False,2024-02-10,25-34,Electronics,Digital Photo Frame,False,5
9074,2259,14074,65.18,50.0,431,5.8,False,2024-01-22,25-34,Electronics,Fitness Tracker,True,3
9075,3693,14075,73.09,25.0,304,11.1,False,2024-05-13,25-34,Electronics,USB Drive,False,4
9076,9080,14076,78.51,10.0,353,4.0,True,2024-02-21,25-34,Electronics,USB Drive,True,3
9077,6064,14077,51.28,25.0,232,9.8,True,2024-06-29,25-34,Electronics,Action Camera Accessories,False,4
9078,4454,14078,45.54,25.0,418,13.5,False,2024-03-19,25-34,Apparel,Cargo Pants,False,4
9079,2892,14079,92.17,50.0,340,7.0,False,2024-03-16,25-34,Electronics,Headphones,True,5
9080,1944,14080,68.07,10.0,333,7.1,True,2024-06-30,25-34,Electronics,Smart Speaker,True,3
9081,9143,14081,48.03,10.0,238,10.2,False,2024-02-13,25-34,Electronics,Digital Audio Player,True,5
9082,5838,14082,13.34,25.0,488,9.4,False,2024-06-19,25-34,Apparel,Baseball Cap,True,5
9083,1168,14083,22.52,10.0,233,14.7,False,2024-06-17,25-34,Home Goods,Bed Frame,True,3
9084,4917,14084,14.25,50.0,210,7.3,False,2024-04-05,25-34,Electronics,Smart Thermostat,True,3
9085,1654,14085,52.31,50.0,76,2.4,True,2024-02-27,25-34,Electronics,Keyboard,False,5
9086,3899,14086,45.88,25.0,127,1.6,False,2024-01-26,25-34,Apparel,Dress,True,4
9087,2729,14087,52.73,50.0,75,5.1,False,2024-07-21,25-34,Electronics,E-Reader,True,3
9088,2620,14088,40.68,25.0,433,7.1,True,2024-02-18,25-34,Electronics,Smart Doorbell,True,5
9089,3724,14089,79.39,50.0,310,13.8,False,2024-01-26,25-34,Electronics,Electronic Organizer,True,3
9090,9126,14090,25.5,25.0,425,13.3,False,2024-07-11,25-34,Home Goods,Vase,False,5
9091,5813,14091,27.1,10.0,337,4.9,False,2024-05-05,25-34,Apparel,Vest,False,4
9092,2374,14092,86.16,10.0,485,13.6,True,2024-01-24,25-34,Electronics,Electronic Organizer,True,4
9093,3984,14093,10.19,50.0,245,12.6,True,2024-02-04,25-34,Electronics,Monitor,True,5
9094,6773,14094,52.6,50.0,363,6.8,True,2024-04-03,25-34,Electronics,Smart Doorbell,True,5
9095,3064,14095,17.11,10.0,355,11.2,True,2024-05-24,25-34,Apparel,Cardigan,True,5
9096,4984,14096,45.11,10.0,495,9.6,True,2024-07-07,25-34,Electronics,Digital Photo Frame,True,3
9097,6192,14097,46.11,25.0,187,6.2,False,2024-02-21,25-34,Home Goods,Dishwasher Safe Container,True,5
9098,7902,14098,37.56,25.0,321,4.3,False,2024-06-06,25-34,Apparel,Bomber Jacket,True,3
9099,3536,14099,94.33,50.0,327,14.9,True,2024-03-26,25-34,Electronics,Streaming Device,True,5
