uniq_id,product_name,manufacturer,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,
40356c1fc1bfb3fe211a0c6313e79d18,Hama Beads Giant Open Gift Box (Pink),Hama,£14.99,7 new,4,1,5.0,
c0082a11c482d9b791ca668ece13917c,HAMA BEADS TEDDY SINGLE PEGBOARD NO. 289,Hama Beads,£1.10,12 new,6,1,4.5,
a124c56a35dbac1f10d097059eeb54b0,*HUGE SPRING SALE!* 50g Brown Fancy Ceramic Focal Large Mixed Beads (Ref:1B22),Riga,£2.39,,2,1,4.5,
0369d47a441a6602431915d34605f67c,1 meter 3mm Thickness Silver Plated Pretzel Chain - A5430,k2-accessories Jewellery Findings,£0.90,,1,1,5.0,
29d91a90563cbd879b9094720b338750,Melissa and Doug Chalk Activity Book,Melissa & Doug,£4.99,12 new,1,1,5.0,
5eb18c3f62778418ce87cde91d4cd43e,Hama Large Frames Bead Kit,Hama,£8.70,,1,1,4.0,
74d7eb6ec100428b5ec6fa00602fcd41,1 meter Silver Plated Cable Chain 3x4mmx0.8mm - A5420,k2-accessories Jewellery Findings,£0.90,,3,1,4.7,
1bbfeac10634a0775af6f0f9fd382daa,Sequin Art and Beads Swans,KSG,£19.56,9 new,10,1,4.6,
2717c32c5dab1846fe64c18900441fcf,"50pcs x 8mm Silver Tone Bell Charms with Jump Rings included for attachments. Universal use for Jewellery Making, Card Making and Scrap-Booking. Check out our Fantastic Wide Range of Beads, Charms and Findings. (Ref10A43)",Just Say Beads,£2.75,,2,1,5.0,
61caa7f94c2475cc006e89681fd32163,"5 pieces 12mm ""K"" Alphabet Letter Enamel Charms - A0260",k2-accessories Charm Pendants,£0.99,,1,1,5.0,
582017b10216707c077e987b474335a7,Deal 600 Mixed Mettalic Gold & Silver Loom Bands With 20-Clips 1 tool,Loom,£1.88,4 new,101,1,4.2,
103b7c7c0212acf609094b7be1347072,30 pieces Tibetan Silver Fancy Flower Metal Beads - A0237,k2-accessories Alloy Metal Spacer Beads,£0.99,,4,1,4.8,
927d2cfe1b570994f896154ef4872571,"6 x Antique Bronze Mask Charms with Jump Rings included for attachments. Universal use for Jewellery, Card Making and Scrap-booking. Check out our Fantastic wide range of Beads, Charms and Findings (Ref:9B38)",Just Say Beads,£1.29,,4,1,5.0,
bf1143be4c3665e7ef1923428ca96cb4,Rhinestones peridot hotfix SS10 (3mm) - 720 stones - FREE SHIPPING,BTC,£4.20,,1,1,5.0,
9ed8bb9580db23c16775cd5f4f810a29,MAKE YOUR OWN AIR CLAY CHARMS SET LINKO LOOM CHRISTMAS PRESENT FOR GIRLS 5YRS PLUS,Jacks,£14.99,2 new,1,1,5.0,
d2bfe4cf310d05f41f2d2b7b7d16c6b5,Official Rainbow Loom 2.0 Starter Kit & Rainbow Loom Monster Tail Travel Kit,Rainbow Loom,£13.57,3 new,9,1,5.0,
2cb92046fb940a21c09fa4c69ff6b336,50 pieces Tibetan Silver Alloy Twist Connector Rings - A0647,k2-accessories Alloy Metal Spacer Beads,£1.30,,1,1,5.0,
aacdf62eeba19c46f322518567bfc64c,Perler Fun Fusion Beads 4000/Pkg-Neutral Color,Perler,£9.52,5 new,3,1,5.0,
ef1531e554a6ff19b506bcf2ade855c4,Hama Beads - Pack of 4 Pegboards (Midi Beads),Hama,£5.95,3 new,18,1,4.8,
a1560a2fd3cee20e0203ca785a80a15f,"Mini Craft Shells 12mm with Hole for Threading, Kid's Craft Activities, Jewellery Making- Pack of 200",Baker Ross,£2.99,,16,1,4.8,
17d493273ff6e56faa9aa27dfa869958,Hape Anywhere Art Studio,Hape International,£29.14,13 new,3,1,4.7,
d8606c143b56103ea3acd7fada217631,Hama Beads 10000 Beads in a Bucket-10 thousand beads -genuine,Hama,£10.50,2 new,1,1,5.0,
6a37480b93ac63e4799baa9e96eb94bd,ETHAHE Pack of 50pcs Loom Rubber Bands Bracelets Refill C-Clips,ETHAHE,,,2,1,4.5,
a49ea6e051b69a17184dfb803dd13dd9,30 pieces Colourful 20mm mixed Sequins style Pom Poms,k2-accessories Craft,£0.90,,1,1,5.0,
d89590fc6ba64ca55d3fbf31ec316e50,"5 Antique Silver Plated Baby Pram Charms 19mm - Jewellery Making & ""Card Making"" (Ref10A47)",Riga,£1.29,,2,1,5.0,
136c4fc47d9b768230c7b4cae0c82a9f,10pcs Red SWIRL Frosted HEART Glass Beads (15mm) *Stunning Quality Beads HAND MADE Beads for Jewellery Making*,Riga,£1.49,,1,1,5.0,
9eab809ca47f4a7bcf7500f2c6fe5482,"300 Loom Bands Skintone Mix A Cream,Peach,Skin Tone,Mettalic",LoomAstic Bands,£2.99,,4,1,4.5,
898dae60340f83ba112a08a0fbee6ef7,"Hama Beads 10,000 Beads in a Bucket",Hama,£12.72,20 new,381,28,4.7,
556ac5522c39f050bd8a20767d8e1a4b,52 Gold Letter Beads - Alphabet Loom Band Beads - For Use With Loom Bands (HL396),TOYLAND,£1.99,,1,28,5.0,
eebc5356496171f524ff257c9c8ec092,Lyndie's Craft Tibetan Silver heart connector x 30,Lyndie's Craft,£1.65,,1,28,4.0,
be5728309319c53188ef6a40e7fe9bbc,Hama Beads - Pastel Light Mauve (1000 Midi Beads),Hama,£2.95,15 new,2,28,5.0,
fcf0ea1f5496da63b5a4e0aaa58a37cd,Galt Toys Nail Designer Set,Galt Toys,£9.09,11 new,56,1,4.7,
3bf9d82dad1bbf91be8303e967841d5d,90x90x16mm Children DIY Jewellrey Bracelets Box Kit - Giraffe,k2-accessories Craft,£1.29,,3,1,5.0,
04b9b96078e6881c177313ca834b2006,"50 pieces 6mm ""S"" White Cube Individual Letter Beads - KB0655",k2-accessories Alphabet Letter Beads,£1.85,2 new,5,1,5.0,
553ce4419106386d95c16c7613f52260,25 pieces 5x17mm Bronze Plated Angel Wings Alloy Charm Pendants - A0010,k2-accessories Charm Pendants,£1.29,,1,1,5.0,
1168e3966b3e74115c862e98b99364f9,50g / 2000 beads+ / 11/0 - 12/0 Rainbow Seed Beads - Orange -S0027 / 50g,k2-accessories Seed Beads,£0.99,,1,1,5.0,
a3fa0e672024a860703f41e3361b6d65,Holder for the Coloured Bead Stair,Amazing child Montessori,£4.97,,4,1,5.0,
26e96b522b70dac00d7069de2f42bef2,"Viskey 600 Loom Rubber Bands Bracelet Making Clips Tools Children Games,Hot Pink",Viskey,£2.62,3 new,802,23,4.5,
c3e52ffb2188fa3c21c3c9f093dc0f8b,"25 pieces 10x10mm Black Finding Color, Alloy Charm Pendant - A0190",k2-accessories Charm Pendants,£0.90,,2,23,5.0,
cabb256f4f9b44b307586441568b46be,50 x Crystal Quartz Faceted Rondelle Beads 5040 - 8x10mm Cobalt Blue - A7183,k2-accessories,£1.20,,2,23,4.5,
01718a6af0abd70ab59f53261b89e211,50 x Crystal Quartz Faceted Rondelle Beads 5040 - 8x10mm Dark Red - A7179,k2-accessories,£1.50,,1,23,4.0,
42b2dc99bba449644798be12c197b959,"Perler Pearl Stripe Beads (1000-Piece, Raspberry)",Perler,£1.99,5 new,1,23,5.0,
0cf0f3a860b5da8523bd6710dbde9041,8 x Antique Bronze 'LOVE' Pendant Tag Charms with Jump Rings included for attachments. (Ref:9B27),Riga,£1.59,,1,23,5.0,
93bcc33a221be1abaaceb2a2b4d150d9,"Indigo 1000 Rainbow Colours, Jelly, Tie Dye, Glitter, Neon, Loom Rubber Bands + 1 Hook Tool + 40 S Clips (Green)",Indigo,£3.99,,4,23,4.5,
b615b33fd87160a8b893a3696cf83223,Hama 211-54 Ironing beads (13000 Glitter),Hama,£16.09,5 new,1,23,5.0,
316297e2a8bf3aea0fbdf98e2e8bbe0e,Make Your Own Crystal Tattoos Body And Jewellery Set Toy,Grafix,£6.99,,2,23,4.5,
bf5acad15b9baa6bedc19f4a3fdcffc4,100 (50 Pairs) Bronze Plated 17mm Fish Hook Earwires - E0003,k2-accessories Jewellery Findings,£1.79,2 new,1,23,5.0,
130e355dda485742d34c3b656603ca3f,Alex Toys My Crafty Kit,Alex,£23.18,6 new,2,23,5.0,
276476383e7550a01a1fd7f022587b6b,SES Iron-On Beads Set (Large),SE,£24.73,7 new,1,23,5.0,
39edf26c98783e421467f8c25caaf83f,30 pieces Tibetan Silver Cute Feet Metal Charm - A0074,k2-accessories Charm Pendants,£1.20,,3,23,4.3,
808d68823c96d75ee1ae869b6bb98133,Lyndie's Craft Tibetan Silver floral dropper/earrings/pendant x6. 25mm,Lyndie's Craft,,,2,23,5.0,
4289c26abc82bf68dbe34ac6f314e1c4,Loom Bandz Bracelet Kit & Clips with 2000 Bandz + 75 S-Clips + 1 Hook + 1 Loom Board,Ateamart,£7.49,2 new,299,39,4.1,
9b94d54d69d905abd633bf121ae6d73e,Rainbow Loom Official Mermaid Mix Rubber Bands Refill 600 count + 24 C-clips,Rainbow Loom,£3.78,17 new,1,39,5.0,
ba0c101c7d9962249227f3dd05590425,100 pieces Tibetan Silver Metal Spacer Beads - A0229,k2-accessories Alloy Metal Spacer Beads,£1.70,,2,39,4.5,
a35cda6870654fb53a98b45f54500daf,Plastic Alphabet Charms for Children's Personalised Jewellery Making(Pack of 160),Baker Ross,£2.99,,1,39,5.0,
d926aaabbcde11d43bc7335b265412e3,ETHAHE 1200pcs Assorted Mixed Colors Glitter Latex-free Loom Refill Rubber Bands Bracelets with 50 S-Clips,ETHAHE,,,2,39,4.5,
8a41183a9146c3e7faf5e11c72dba9ac,25g - 4mm Mixed Acrylic Faceted Bicone Beads - A5214,k2-accessories Acrylic Plastic Beads,£0.90,,4,39,4.8,
334f3da31388b329419e9c54b88d9275,"8 x Large Antique Bronze Key Charms and Jump Rings included for attachments. Universal use for Jewellery, Card Making and Scrap-booking. Check out our Fantastic wide range of Beads, Charms and Findings (Ref:9B26)",Just Say Beads,£0.65,2 new,10,39,4.5,
6117264d8e570652c9e4a9f330b838a4,2pcs Antique Silver Tone Infinity Charms Pendant Connector 51x20mm,Bead-boutique,£0.99,,1,39,5.0,
0d5407e1356e026c43813f6bfdd51c52,Hello Kitty and Kathy SES Creative Beads Gift Set,SES Creative,£11.88,6 new,25,39,4.6,
7bb89ddef78fd191ce7e3fcc289454fd,Diamant Activity Boxes Friendship Bracelets,Diamant,£4.99,,1,39,4.0,
53b4d398146063479e7bcd57ad61df9c,"Jeweltailor NEW! Bead Design/Planning Board 6 Piece Starter Kit With 300+ Sparkly Glass & Metal Beads, 10 Compartment Quality Bead Box, Instructions + FREE Bonus Lampwork Beads~ Smart Value Collection",JEWELTAILOR,,,2,39,4.5,
da38b884b780181d7854799d540652ed,Hama Beads Racing,DAN Import,£16.59,1 used,6,39,4.7,
c8f446ae6924f8f92274e5ede2a3bbd3,20g Rose Quartz 4-7mm Gemstone Chip Beads - approx. 70 beads - A4804,k2-accessories Chip Beads,£0.99,,4,39,4.5,
25d789a3b0651447a5a292670c971c21,600 x Striped Friendship Looms & 24 x S Clips & 2 x Knotting Tools,Toyland,£2.93,2 new,15,39,4.7,
cacce5dbbb9d11fdff7ba0d5d922996b,Viga Lacing Beads Jumbo Tub,Viga,£11.95,,59,1,4.8,
ad8481d5e79958d12d3c9581b5d15c1d,50 pieces 8mm Iron Finding Beads - Silver Tone - A6755,k2-accessories Jewellery Findings,£0.99,2 new,1,1,5.0,
08d3932c10be6987e0c519edc90ad404,Bigjigs Toys Fairy Bead Box,Bigjigs Toys,,2 new,11,1,4.4,
6af345212526bcfc33c8e4ee5242efc8,*HUGE BEADS SALE!* 25pcs Turquoise Heart Beads 13mm ~ *HIGH QUALITY ACRYLIC BEADS* from 'Just Say Beads',Just Say Beads,£1.49,,1,1,5.0,
4b93e3036e1b8875675dea9d3dee42f6,Beados Themed Refill Packs,Beado's,£7.99,4 new,3,1,5.0,
f2ac304dc0d2b648ae606dd768c2704b,Lyndie's Craft Tibetan Silver Daisy Tube beads. Pack of 50 - 4mm x 2mm,Lyndie's Craft,£1.50,,2,1,5.0,
477b35d5270a394815cb44f078f744e9,k2-accessories 1 Box Bronze Plated Metal Jump Rings - approx. 1500 pcs / 0.9mm thickness Mixed - A6325,k2-accessories Jewellery Findings,£1.99,,12,1,4.8,
b14da1c89c06e1474b8ae7e5bc075693,ETHAHE 300pcs Yellow Lemon Scented Flavour Latex-free Loom Refill Rubber Bands Pack Bracelets with 15 S-Clips & 1 Hook,ETHAHE,£4.79,,1,1,5.0,
8e3e221c9149936a901ecfb844f35bec,50 Meters 6mm Organza Ribbon by Roll - Black - C0346,k2-accessories Organza Ribbon,£2.69,,1,1,5.0,
63fb3f3861d219fa6dc1e7935418acf4,Sequin Art Hello Kitty Gothic Design,Sequin Art Hello Kitty Gothic Design,£17.05,3 new,3,1,5.0,
097832e4d1c1a2ac1798e6a0a4c4ca32,100 pcs 2x30mm Silver Plated Metal Patterned Curved Tube Beads - A6586,k2-accessories Jewellery Findings,£1.59,,4,1,4.5,
ddb6b944636db68f5ab4abba19be321d,*SPECIAL PROMOTION...PLUS...20 METRES FREE!!* 10 Metre Straw Brown Wax Cotton Cord Thread 2mm - For Jewellery Making & Card Making (Ref:Cord3),Just Say Beads,£1.49,,1,1,5.0,
ee4ef348312df3b6d6512812a04572ac,Hama Beads - Inspiration Book 8,Hama,£7.55,5 new,1,1,5.0,
e67c3eb27ed74448111e9c8686606ddb,Beado's Theme Pack (Styles May Vary) [Refill pack],Beado's,£8.95,9 new,34,,4.4,
27293705646fa2d84c97b31c14feaa2b,3600 Colourful LOOM BANDS & 144 Clips!,eFashionsquare,,2 new,1,11,5.0,
71beac03cf944665a289b4b72ade61f8,500 Crystal 18mm Starflake Beads for Kids Crafts | Childrens Plastic Beads,Crafty Capers,£9.46,,2,11,5.0,
54c09a16211fd4700949dd2830391c48,Sequin Art Style Karoake,Sequin Art Style Karoake,£7.50,8 new,2,11,5.0,
b92917bb1cf7587c7d463c22cc881a70,"50 pieces 6mm ""E"" White Cube Individual Letter Beads - KB0641",k2-accessories Alphabet Letter Beads,£0.85,2 new,5,11,4.2,
ee2abb914ef3da52a79fecb10125be8f,"ZAP 30 Min Z-Poxy, 8 oz",ZAP - Z,£13.50,2 new,8,11,4.9,
ad0cc8952f907726d0fd1d1a1aa33875,"34-36"" Strand Dyed shell 7-12mm Chip beads - Hot Pink - A5083",k2-accessories Chip Beads,£1.99,,1,11,5.0,
6d954127e2b2f1868269bcadc38eddbc,25g - 6mm Dark Red Acrylic Faceted Bicone Beads - A5309,k2-accessories Acrylic Plastic Beads,£0.90,,2,11,4.0,
1cddd49b7a7a766f1586c3dedf7dc643,"Crystals & Gems Uk 650 AB Clear Self Adhesive Diamante Stick On Rhinestone Gems Vajazzle,Wedding",Crystals & Gems Uk,£3.79,,1,11,5.0,
7f87418bfe1c081e346b9ac5ec8f3f58,Peg Board with 1000 Pegs,Amazing child Montessori,£16.25,2 new,14,11,4.1,
e8321c4caead6300f705032a13329432,"50 pieces 6mm ""P"" White Cube Individual Letter Beads - KB0652",k2-accessories Alphabet Letter Beads,£0.90,,2,11,4.5,
7acd16900b9cb4f8c1988c2cb823becd,Trendy Bead Tattoos (Packaging May Vary),,,,1,11,5.0,
cffac709870fe18b33d2af7946207d4d,Beados Glitter Starter Kit,Beado's,£7.98,18 new,33,,4.2,
7d47627e91b6fa1d313da8151e9d8ffd,50g / 1000 beads+ / Ceylon Seed Beads 8/0 - Lilac Purple - S0036 / 50g,k2-accessories Seed Beads,£0.99,,1,3,5.0,
dd35cd59f3af9bb19196516c6840bcf7,myStyle Jewellery Design Studio,myStyle,£8.29,7 new,3,3,4.3,
7af4df63549809d6b680d4790c546c8d,Tigertail Beading Wire - 90m / 0.45mm / Silver,Generic,£1.31,9 new,3,3,5.0,
87d7d7ed2ced35eeb76bfdba2e9c3874,500g One Colour Slab Plasticine Assortment,Flair,£2.39,6 new,3,3,4.3,
74dc969dec9a0fefe3518e847577279b,Hama Beads Giant Open Gift Box,Hama,£23.38,2 new,14,3,4.6,
71839dfb4c7ba03065ae80570558ebd5,"*HUGE CHRISTMAS CHARMS SALE!* 4 x LARGE Antique Bronze Heart Pendant Charms (28mm) with Jump Rings included for attachments. Universal use for Jewellery, Card Making and Scrap-booking. Check out our Fantastic wide range of Beads, Charms and Findings (Ref:9B19)",Riga,£1.29,,1,3,5.0,
77a93d6787f3426d6e088ceb12d81421,DIY Magic Bean Seed Plant Love Gift Mixed Words Growing Message Word (pack of 20),Hengsong,£1.76,,1,3,4.0,
ddec0c4e9f9932542ef31c6535e99911,"Hama Beads - Group Pack 4,000 Beads",Hama,£13.99,,15,3,4.6,
0602057d0fed20f6c1c12ab1e5bc1d49,Kids Childrens Art Craft Alphabet Letter Shapes Paint Sponges,Kids Create,£1.49,14 new,22,3,4.0,
d941ccc05cff9f212452845305b57451,100 pieces 10x15mm Acrylic Teardrop Charm Pendants - Mixed - A5110,k2-accessories Charm Pendants,£1.99,,1,3,5.0,
3250bb740db95fcef14d2e36eed2d6da,Rainbow Loom Sweets/Bonbons (Cotton candy),Rainbow Loom,£5.50,,2,3,4.5,
fd002ed3cc6d00d4d9b80737cd36cdda,Make A Princess Mirror - Girl Girls Child Children Kids - Arts & Crafts Activity Set - Latest Birthday Gift Present Fun Games & Toys Idea Age 5+,4M Crafty Kids,,,1,3,5.0,
6122d8883da95e2b2b49a9fb3563dbb5,Hama Beads - Night Glow Red (1000 Midi Beads),Hama,£3.61,22 new,9,3,4.6,
0d620f1c7eed6993574d0383c4c6a3bc,My First Maxi Hama Beads - Moon & Stars Starter Kit,Hama,£7.62,2 new,1,3,4.0,
43934a502e976a75de79384e76bb4fc5,10 pieces Lock Alloy Charm Pendant - A0023,k2-accessories Charm Pendants,£1.20,,1,3,5.0,
004c8d86fa377d80c1c52102562b8f13,200 pieces 5mm Black Plated Metal Jump Rings - 0.9mm - A6331,k2-accessories Jewellery Findings,£0.90,,1,3,5.0,
201847e4c463e9199dd3effc864f946f,10 pieces Tibetan silver style Alloy connectors - A0467,k2-accessories Alloy Metal Spacer Beads,£1.00,,1,3,5.0,
f208eeaa8157c3f052782b6e2b582553,THREADING BEADS SMALL,PLAYHOUSE FUN CRAFT,£1.96,2 new,1,3,5.0,
fd1b2fec83629cf844082c7a22785b3d,Lyndie's Craft Tibetan Silver bar connectors x10. 30mm Jewellery,Lyndie's Craft,£1.60,,2,3,4.5,
ddf02cb3fa5db9a9a49edb708fe90038,900 Colourful S Clips For Loom Bands - For Connecting Loom Band Bracelets (HL397),Toyland,£4.99,,1,3,5.0,
288dc7a766e9a3e7cdfae93de4541301,10 Sets 11x15mm Tibetan Silver Plated Alloy Heart Toggles Clasps - A6602,k2-accessories Jewellery Findings,£0.99,,1,3,5.0,
0f38eeb2df09dddd626d13109c97875e,Loom Twister 300 Multi-Colour S-Clips set,h grossman,£2.79,2 new,6,3,5.0,
c375cd139d87f8d2fcae82e498b20dd4,2000 Transparent Pony Beads for Kids Crafts | Childrens Plastic Beads,Crafty Capers,£8.90,,1,3,5.0,
265126d5b8e76cb991edef2c18a82c0e,Official Rainbow Loom 600 Grey Refill Bands w/ C Clips,Rainbow Loom,£4.75,2 new,20,1,4.5,
e60e9dedcc80ed7e0d1683406cd2fa91,30 pieces 10mm Acrylic Heart Charms - Red - A5104,k2-accessories Charm Pendants,£0.90,,1,1,5.0,
61debe45b078553dd3293149e8cb5029,100 pieces Tibetan Silver Flower Alloy Beads - A0245,k2-accessories Alloy Metal Spacer Beads,£0.99,,1,1,4.0,
7fa98f7c9151462b357b043c46459e1f,Official Rainbow Loom Brand Persian Collection Rubber Bands 600 count and 24 C-Clips (PURPLE),Rainbow Loom,£5.50,,4,1,5.0,
44e11d1bf78bd7468b28098a86d3c26b,10 pcs 20mm Iron Brooch Back Bar Pins - Silver - A5650,k2-accessories Jewellery Findings,£0.90,2 new,2,1,5.0,
75b1ad48b79ec070965d45a3d9c08eb2,Hama Beads - Dark Red (1000 Midi Beads),Hama,£2.50,21 new,4,1,4.3,
2219d9c5c93157950edd48d70e4241d4,50g / 1000 beads+ / Ceylon Seed Beads 8/0 - Pink - S0033 / 50g,k2-accessories Seed Beads,£0.99,,1,1,5.0,
bacbcd33738137902be829ea2fcaaf6a,ETHAHE 600pcs Light Green Latex-free Loom Refill Rubber Bands Bracelets with 24 S-Clips,ETHAHE,£1.01,5 new,3,1,4.7,
bb3aa41ed75fc22dc683262fcd325bb3,"**PLUS 2 PACKETS FREE** ~ 100pcs x 4mm Pink Round Crackle Glass Beads ""Great Spacer Beads"" - Jewellery Making (Ref:13A55)",Just Say Beads,£0.99,,6,1,4.7,
9be901bc1000d858db5d679764efb26f,30 pieces 12mm Alloy Lobster Clasps - Black Plated - A6532,k2-accessories Jewellery Findings,£1.00,,1,1,5.0,
2b56d7f50ced4a15907f8bb53be656da,"Beads4crafts Tinsel Pipe Cleaners For Crafts 30Cm Chenille Stems Assorted Arts Children Fun, Colour: Blue & Silver - Cpc459, Quantities: 20 Pipe Cleaners",Beads4crafts,£1.69,,2,1,4.5,
836a3bb4dd0e1467258977d87d79717f,Black & Silver Zigzag Beads Black Cord Shamballa Bracelet Jewellery Making Craft Gift Kit by Make It With Beads,Make It With Beads,£3.49,,1,1,5.0,
a37c7bf8bfb5090515ae38de452800fb,Playbox 30 mm Wooden Balls with Face (20-Piece),Playbox,£5.99,,3,1,4.3,
8c729b09ebf14ebe55c8d4a02fb66c15,Hama Beads 1000 Bead Pack Gold - 61,DKL,£1.95,20 new,18,1,4.1,
1d6f24003f0aa15ab06c1ed96ac1f4be,"25 pieces 5x17mm Black Finding, Angel Wings Alloy Charm Pendants - A0235",k2-accessories Charm Pendants,£0.90,,1,1,5.0,
2fd0db405444ea540d001515dc1cd361,Crayola Colour Explosion Glow Board,Crayola,,3 new,13,1,4.5,
c11da5c9729fe24cd266828e94b461b4,Orien 1 Roll of Strong Elastic Crystal Stretchy Beading 0.8mm Thickness 10m Thread Cords Rope String For Charm Bracelet Jewelry Making (#4 Black),Orien,,,1,1,4.0,
f77eb6494a91bd99698afabf62b5159a,100 pieces 3mm Silver Plated Coil Crimps Connectors - A6546,k2-accessories Jewellery Findings,£0.90,,2,1,5.0,
c4f72a7ac3a73b360c09008d7b4bb6fa,Orien 925 Ladies Sterling Silver Plated Earrings Pendant Hook Crystal Dangler Handcrafted Earrings Party Wedding (#173 52*12mm Purple Branch),Orien,,,1,1,5.0,
89ea26d69fe164bc4c96c0fd3a61b84c,10 Sets 12x15mm Tibetan Silver Plated 3 Hole Toggles Clasps - A6536,k2-accessories Jewellery Findings,£0.99,,1,1,5.0,
4abc41bd01ba9b039f4bb79ac6d2738e,**SPECIAL SPRING PROMOTION...PLUS!... ANOTHER PACK FREE!** ~ 20 pcs x Green STRIPEY Round GLASS Beads (8mm) ~ Beautiful Beads for Jewellery Making from 'Just Say Beads',Just Say Beads,£1.29,,1,1,5.0,
6545668b70eb79b260caebb34993b96c,ETHAHE 600pcs Gray Latex-free Loom Refill Rubber Bands Pack Bracelets with 24 S-Clips & 1 Hook,ETHAHE,,,1,1,5.0,
389b2d3d93849cee6d58adc7cfb70b2a,Guidecraft Wooden Tabletop Easel,GuideCraft,,2 new,1,1,5.0,
226ad79d05c96c500890500aa2539d69,"Glow in the Dark Beads 8mm 4 Assorted Colours, Children's Jewellery Making, Crafts (Pack of 200)",Baker Ross,£2.99,,1,1,5.0,
39b514fedf01a5756beb1ff7584bc4bb,Hama Maxi Beads Car Set,Hama,£6.99,14 new,2,1,5.0,
91b51f874f81afbc0257f79c4fe6a3fb,20 pieces Tibetan Silver Angel Wings Alloy Charm - A0017,k2-accessories Charm Pendants,£1.20,,7,1,4.6,
5892f27f377c684ac0863f4241edfc64,"34-36"" Strand Dyed shell 7-12mm Chip beads - Dark Purple - A5087",k2-accessories Chip Beads,£1.99,,1,1,5.0,
88086afa78e4a81a46632892643c7dae,Orb Factory Orb Factory Jewellery Box,The Orb Factory,,5 new,7,1,4.4,
bde0cab22ac8cf0f5229e3a17bb865dd,sequin art Owl Craft,Sequin Art,£13.99,5 new,4,1,4.5,
3b8fa4e8f2f26b2f2965a3deedb412cd,SES Slate and Chalk Set,TreasureTrove Toys,£8.45,9 new,1,1,5.0,
0090f3efceaac17a59345e1de4fb4ac4,1 x 3mm Bracelet Wire fit Pandora Beads - 7 Inch - A5426,k2-accessories Ready Necklace & Bracelet,£1.29,,1,1,5.0,
7ccda7ff2c0cd51d5a7505668ec97c77,10 pieces Organza Gift Bags / Jewellery Pouches - 13x18cm - Hot Pink,k2-accessories Organza Bags,£1.29,,1,1,5.0,
19edd3181dbe963a49bc2b68dfc085ad,50g / 2000 beads+ / 11/0 - 12/0 Silver Lined Seed Beads - Amethyst - S0012 / 50g,k2-accessories Seed Beads,£0.99,,1,1,4.0,
48470f44492b3196fce04176c1542776,Grafix Animal Designer Bead Set,Grafix,£10.32,,1,1,5.0,
5ac4fdd2322b465cfb7f9e0fd2d14699,Lyndie's Craft 10mm Spiral cages x 10. Silver plated,Lyndie's Craft,£2.49,2 new,2,1,5.0,
ce0d4e733ea5b51645e0a19c2b529a62,Lyndie's Craft 4 x SP Clip on earrings with attached ear nut. Converter. Jewellery. Findings.,Lyndie's Craft,£1.75,,22,1,4.3,
9829dc5149e39cdb3de216baa1e9d29f,100 pieces Tibetan Silver Style Alloy Connector Rings - A0244,k2-accessories Alloy Metal Spacer Beads,£0.99,,1,1,4.0,
240d68bde9dd4c5d7301001e2de69333,Loom Bandz - Rainbow Colours - White 600 Count,Loom Bands,£1.19,2 new,518,1,4.5,
089f5dc856fd85dc638ad1781d637ac5,"Pinflair Flower Beads, 10mm Irridescent - Peach, pk of approx 17",Pinflair,£1.69,,1,1,5.0,
42b0ed4baf103691fc94a1434aa41bc4,70 - 100 Meters x 0.38mm Tiger Tail Beading Thread Wire - Silver - A7312,k2-accessories Beading Thread Wire,£1.29,,5,1,5.0,
76c8040036311aa7b3436f14518f1767,Coloured Elastic 4 Assorted colours 10m per colour Children's Jewellery making (4 reels),Baker Ross,£3.99,,11,1,4.7,
69348c0047f8b81ec02acd78cfaea3bc,Hape All-in-one Easel,Hape International,£60.35,15 new,9,1,4.8,
d0ed15e48f5f26540b7f9260f4466067,"8 x Antique Bronze Filigree Heart Charms with Jump Rings included for attachments. Universal use for Jewellery, Card Making and Scrap-booking. Check out our Fantastic wide range of Beads, Charms and Findings (Ref9B36)",Riga,£1.49,,36,1,4.7,
c8bbfe48efa40c6f88076717b947b23a,200 pieces 8mm Gold Plated Metal Jump Rings - 0.9mm - A6314,k2-accessories Jewellery Findings,£1.00,,1,1,4.0,
7fae1854f06bbbbb17694c7941534c83,30 pieces Tibetan Silver Alloy Bead Caps - 8mm - A0436,k2-accessories Alloy Metal Spacer Beads,£0.99,,1,1,4.0,
f6724ad71d36380a561bef529cd429a2,100 pieces Tibetan Silver Alloy Spacer Beads - A0243,k2-accessories Alloy Metal Spacer Beads,£1.29,,2,1,4.0,
7bbc61193a6b8f86dc28351264f06252,Lyndie's Craft Tibetan Silver 4 hole square connectors x 8. 15mm.Jewellery,Lyndie's Craft,£1.45,,3,1,5.0,
d8a66a2351bf67757518a2b83578d0cd,Monster High Nail Art Design,Fashion Angels,£14.99,5 new,26,1,4.2,
4f19c4f7b143c12847f74b2bd16cab56,Beado's Refill,Beado's,£4.99,6 new,53,,4.5,
75ee81ebfe8e84127e8957cc2187a8c6,"Loom Bands 300 or 600, Rainbow, Glitter, Metallic, Candy Stripe, Colour Changing, Glow in Dark, Scented, Solid, Tie Dye (Glitter 300)",Indigo,£1.69,4 new,158,1,4.1,
9316d3b84635ed4c0f8002711c754b7e,Markylis - 5 GOLD PLATED MAGNETIC ROUND JEWELLERY CRAFT CLASPS - MCR08,Markylis,£1.99,,2,1,5.0,
