num_passengers,sales_channel,trip_type,booking_class,purchase_lead_time_days,length_of_stay,flight_hour,flight_day,departure_airport,arrival_airport,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration_hrs,booking_complete,ticket_price_$
2,Mobile,RoundTrip,Economy,18,357,3,Tue,HYD,PER,Australia,1,1,0,5.62,0,381
1,Internet,RoundTrip,Economy,61,29,2,Tue,HYD,PER,Australia,1,0,1,5.62,0,810
1,Internet,RoundTrip,Business,17,17,6,Mon,HYD,PER,Australia,1,0,1,5.62,0,3240
1,Internet,RoundTrip,Economy,204,48,14,Tue,HYD,PER,Australia,1,0,0,5.62,0,698
4,Internet,RoundTrip,Admiral,151,41,23,Tue,HYD,SYD,Australia,1,1,1,8.58,0,3786
1,Mobile,RoundTrip,Admiral,32,19,5,Sun,HYD,SYD,Australia,1,1,1,8.58,0,4470
1,Internet,RoundTrip,Admiral,23,21,9,Thu,HYD,SYD,Australia,1,0,1,8.58,0,4034
1,Internet,RoundTrip,Admiral,215,41,5,Sat,HYD,SYD,India,1,1,0,8.58,0,3853
1,Internet,RoundTrip,Business,10,26,20,Wed,HYD,SYD,United Arab Emirates,1,1,1,8.58,1,2240
1,Internet,RoundTrip,Economy,10,39,12,Tue,HYD,SYD,Australia,1,0,1,8.58,0,1342
1,Internet,RoundTrip,Economy,17,137,23,Tue,HYD,SYD,Australia,0,0,0,8.58,0,1315
1,Internet,RoundTrip,Business,83,21,9,Wed,HYD,SYD,New Zealand,1,0,1,8.58,0,3405
2,Internet,RoundTrip,Economy,27,57,12,Mon,HYD,SYD,Australia,1,1,1,8.58,1,1836
2,Internet,RoundTrip,Business,53,75,7,Wed,HYD,SYD,Australia,1,1,1,8.58,0,3262
1,Internet,RoundTrip,Economy,4,185,11,Sun,HYD,SYD,Australia,1,1,1,8.58,0,1673
4,Internet,RoundTrip,Economy,124,27,11,Wed,HYD,SYD,Australia,1,1,1,8.58,0,706
2,Internet,RoundTrip,Economy,34,32,6,Fri,HYD,SYD,India,1,0,1,8.58,0,1669
1,Internet,RoundTrip,Economy,11,175,6,Wed,HYD,SYD,Australia,1,0,0,8.58,0,1318
2,Internet,RoundTrip,Economy,115,24,11,Tue,HYD,SYD,Australia,1,1,1,8.58,0,625
1,Internet,RoundTrip,Admiral,72,41,14,Tue,HYD,SYD,India,1,1,0,8.58,0,4221
3,Internet,RoundTrip,Economy,13,98,4,Wed,HYD,SYD,Australia,1,1,1,8.58,0,622
1,Internet,RoundTrip,Admiral,16,35,2,Thu,HYD,SYD,Australia,1,0,1,8.58,0,4315
1,Internet,RoundTrip,Economy,112,28,4,Sat,HYD,SYD,India,1,1,1,8.58,0,646
2,Internet,RoundTrip,Business,50,167,9,Sat,HYD,SYD,Australia,0,0,0,8.58,0,2613
1,Internet,RoundTrip,Economy,114,26,5,Fri,HYD,SYD,Australia,1,1,1,8.58,0,1338
1,Internet,RoundTrip,Business,74,26,10,Wed,HYD,SYD,Australia,1,0,0,8.58,0,2337
3,Internet,RoundTrip,Business,187,34,11,Mon,HYD,SYD,Australia,1,1,1,8.58,0,3328
1,Internet,RoundTrip,Business,20,17,14,Fri,HYD,SYD,Australia,1,0,0,8.58,0,2786
3,Internet,RoundTrip,Economy,39,31,8,Mon,HYD,SYD,Australia,1,1,1,8.58,0,1962
1,Internet,RoundTrip,Business,13,29,12,Wed,HYD,SYD,Australia,1,1,1,8.58,1,2922
5,Internet,RoundTrip,Admiral,6,27,23,Thu,HYD,SYD,Australia,1,0,1,8.58,0,4051
1,Mobile,RoundTrip,Business,2,23,12,Sun,HYD,SYD,India,1,1,1,8.58,0,2249
1,Internet,RoundTrip,Economy,21,30,0,Fri,HYD,SYD,Australia,1,1,1,8.58,0,1019
1,Internet,RoundTrip,Economy,39,27,18,Sat,HYD,SYD,Australia,1,1,1,8.58,0,398
1,Internet,RoundTrip,Business,4,25,15,Sun,HYD,SYD,Australia,1,1,0,8.58,0,2561
1,Internet,RoundTrip,Economy,23,81,3,Tue,HYD,SYD,Indonesia,1,1,1,8.58,0,999
1,Internet,RoundTrip,Economy,25,26,11,Tue,HYD,SYD,Australia,1,1,1,8.58,0,599
2,Internet,RoundTrip,Economy,169,35,12,Thu,HYD,SYD,Australia,1,1,1,8.58,0,342
1,Internet,RoundTrip,Business,18,24,8,Mon,HYD,SYD,Australia,1,1,1,8.58,0,3447
1,Internet,RoundTrip,Economy,93,20,13,Thu,HYD,SYD,Australia,0,1,1,8.58,0,1905
1,Internet,RoundTrip,Business,104,31,1,Fri,HYD,SYD,Australia,1,0,0,8.58,0,3111
2,Internet,RoundTrip,Economy,93,30,12,Wed,HYD,SYD,Australia,1,0,0,8.58,0,1807
1,Internet,RoundTrip,Economy,47,17,23,Fri,HYD,SYD,Australia,1,1,1,8.58,1,499
3,Internet,RoundTrip,Economy,229,41,6,Mon,HYD,SYD,Australia,1,0,1,8.58,0,1801
1,Internet,RoundTrip,Business,22,80,6,Wed,HYD,SYD,India,1,0,1,8.58,0,2235
2,Internet,RoundTrip,Admiral,86,26,11,Sun,HYD,SYD,Australia,1,1,1,8.58,0,4695
1,Mobile,RoundTrip,Economy,114,36,11,Wed,HYD,SYD,Australia,1,1,1,8.58,0,802
1,Internet,RoundTrip,Business,73,18,4,Sat,HYD,SYD,Australia,1,0,1,8.58,1,2588
2,Mobile,RoundTrip,Economy,2,204,13,Tue,HYD,SYD,Australia,1,1,1,8.58,0,1657
1,Internet,RoundTrip,Business,61,25,5,Mon,HYD,SYD,Australia,1,1,1,8.58,0,2579
1,Internet,RoundTrip,Economy,71,41,10,Tue,HYD,SYD,Australia,1,1,1,8.58,0,873
1,Internet,RoundTrip,Business,10,45,11,Fri,HYD,SYD,Singapore,1,0,1,8.58,0,3133
1,Mobile,RoundTrip,Economy,23,20,0,Fri,HYD,SYD,Australia,1,0,0,8.58,0,816
1,Internet,RoundTrip,Economy,34,24,7,Mon,HYD,SYD,Australia,1,1,1,8.58,0,320
1,Mobile,RoundTrip,Economy,3,106,10,Tue,HYD,SYD,India,1,1,1,8.58,0,1675
4,Internet,RoundTrip,Admiral,119,41,8,Sat,HYD,SYD,Australia,1,0,0,8.58,0,4953
3,Internet,RoundTrip,Economy,177,37,5,Mon,HYD,SYD,Australia,1,0,0,8.58,0,644
2,Internet,RoundTrip,Admiral,415,62,2,Sat,HYD,SYD,Australia,1,0,1,8.58,0,4958
1,Internet,RoundTrip,Admiral,30,23,3,Wed,HYD,SYD,Australia,1,1,1,8.58,0,4443
1,Internet,RoundTrip,Economy,9,28,3,Mon,HYD,SYD,Australia,1,1,1,8.58,0,476
1,Internet,RoundTrip,Admiral,63,51,5,Sun,HYD,SYD,Australia,1,0,0,8.58,0,3715
1,Mobile,RoundTrip,Economy,20,20,13,Thu,HYD,SYD,Australia,1,1,1,8.58,0,875
1,Internet,RoundTrip,Economy,99,30,2,Wed,HYD,SYD,Australia,1,0,0,8.58,0,1679
2,Internet,RoundTrip,Business,67,18,5,Sun,HYD,SYD,Australia,1,1,0,8.58,0,3245
2,Internet,RoundTrip,Business,157,21,10,Wed,HYD,SYD,Australia,0,0,0,8.58,0,2072
2,Internet,RoundTrip,Economy,201,40,10,Wed,HYD,SYD,Australia,1,1,1,8.58,0,1039
1,Internet,RoundTrip,Business,4,23,15,Sat,HYD,SYD,Australia,0,0,0,8.58,0,2043
1,Internet,RoundTrip,Admiral,9,22,2,Sat,HYD,SYD,New Zealand,1,0,1,8.58,0,3730
1,Internet,RoundTrip,Business,18,23,21,Thu,HYD,SYD,Australia,1,0,1,8.58,0,3137
1,Internet,RoundTrip,Business,15,27,7,Fri,HYD,SYD,Australia,1,0,1,8.58,0,2589
1,Internet,RoundTrip,Admiral,90,29,9,Fri,HYD,SYD,Australia,1,0,0,8.58,0,4159
1,Internet,RoundTrip,Economy,12,22,8,Wed,HYD,SYD,Australia,1,1,1,8.58,0,1232
1,Internet,RoundTrip,Economy,24,20,3,Wed,HYD,SYD,Australia,1,0,0,8.58,0,972
4,Internet,RoundTrip,Economy,82,17,10,Sat,HYD,SYD,Australia,1,1,1,8.58,0,515
2,Internet,RoundTrip,Admiral,6,173,9,Fri,HYD,SYD,Australia,1,1,1,8.58,0,4375
1,Internet,RoundTrip,Economy,21,86,15,Mon,HYD,SYD,India,1,0,1,8.58,0,622
1,Internet,RoundTrip,Business,62,21,8,Sun,HYD,SYD,Australia,1,1,1,8.58,1,2206
3,Internet,RoundTrip,Economy,44,42,15,Wed,HYD,SYD,India,1,0,0,8.58,0,1494
4,Internet,RoundTrip,Economy,140,24,9,Wed,HYD,SYD,Saudi Arabia,1,1,1,8.58,0,910
1,Internet,RoundTrip,Economy,41,41,12,Tue,HYD,SYD,Australia,1,1,1,8.58,0,1995
2,Internet,RoundTrip,Economy,140,29,17,Sat,HYD,SYD,India,1,1,1,8.58,0,669
4,Internet,RoundTrip,Business,214,27,11,Wed,HYD,SYD,India,1,0,0,8.58,0,2563
1,Internet,RoundTrip,Admiral,5,168,2,Wed,HYD,SYD,Australia,1,1,1,8.58,0,4433
1,Internet,RoundTrip,Economy,9,30,8,Sat,HYD,SYD,Australia,1,1,1,8.58,0,1318
1,Internet,RoundTrip,Admiral,63,30,11,Fri,HYD,SYD,Australia,1,0,0,8.58,0,4223
1,Internet,RoundTrip,Admiral,63,18,14,Fri,HYD,SYD,Brazil,1,1,1,8.58,0,4545
1,Internet,RoundTrip,Economy,46,28,13,Wed,HYD,SYD,Australia,1,0,0,8.58,0,1907
1,Internet,RoundTrip,Admiral,120,54,9,Thu,HYD,SYD,Australia,1,0,0,8.58,0,4718
1,Internet,RoundTrip,Economy,86,36,5,Thu,HYD,SYD,Australia,1,0,0,8.58,0,1759
2,Internet,RoundTrip,Business,65,43,8,Wed,HYD,SYD,India,1,1,0,8.58,0,3187
1,Mobile,RoundTrip,Economy,169,125,6,Thu,HYD,SYD,India,1,1,1,8.58,0,644
1,Internet,RoundTrip,Business,29,17,10,Wed,HYD,SYD,Australia,1,0,1,8.58,0,2245
1,Internet,RoundTrip,Economy,39,18,3,Tue,HYD,SYD,Australia,1,1,1,8.58,0,1720
3,Mobile,RoundTrip,Admiral,22,23,23,Mon,HYD,SYD,Australia,1,0,1,8.58,0,4070
2,Internet,RoundTrip,Economy,100,89,6,Tue,HYD,SYD,Australia,1,0,0,8.58,0,1657
1,Internet,RoundTrip,Admiral,21,37,13,Wed,HYD,SYD,Australia,1,1,0,8.58,0,4078
3,Internet,RoundTrip,Economy,144,28,0,Tue,HYD,SYD,Australia,1,0,1,8.58,0,813
1,Internet,RoundTrip,Business,52,24,5,Mon,HYD,SYD,Australia,1,0,1,8.58,0,2675
1,Internet,RoundTrip,Business,11,57,0,Sat,HYD,SYD,Australia,1,1,1,8.58,0,3301
1,Internet,RoundTrip,Admiral,72,41,14,Tue,HYD,SYD,India,1,1,0,8.58,0,3992
2,Internet,RoundTrip,Business,29,57,1,Thu,HYD,SYD,India,0,0,1,8.58,0,2181
3,Internet,RoundTrip,Business,108,55,23,Mon,HYD,SYD,Australia,1,1,0,8.58,0,2579
1,Internet,RoundTrip,Economy,3,23,10,Mon,HYD,SYD,Australia,1,1,1,8.58,1,1728
1,Internet,RoundTrip,Business,51,28,11,Sat,HYD,SYD,Australia,1,1,1,8.58,0,2779
1,Internet,RoundTrip,Business,76,19,11,Fri,HYD,SYD,Australia,1,1,1,8.58,0,2303
1,Mobile,RoundTrip,Business,180,42,6,Mon,HYD,SYD,Australia,0,0,1,8.58,0,2217
2,Internet,RoundTrip,Economy,22,68,11,Tue,HYD,SYD,India,1,0,1,8.58,1,370
1,Internet,RoundTrip,Admiral,282,94,5,Sun,HYD,SYD,Australia,1,1,0,8.58,0,4330
1,Internet,RoundTrip,Admiral,34,35,3,Tue,HYD,SYD,Australia,1,0,1,8.58,0,4394
1,Internet,RoundTrip,Economy,27,43,6,Sat,HYD,SYD,India,1,1,0,8.58,0,452
3,Internet,RoundTrip,Economy,20,176,10,Sat,HYD,SYD,Australia,1,1,1,8.58,0,736
1,Internet,RoundTrip,Business,1,27,9,Sat,HYD,SYD,Australia,0,0,0,8.58,0,3101
1,Internet,RoundTrip,Economy,70,23,7,Fri,HYD,SYD,Australia,0,0,1,8.58,0,1140
1,Internet,RoundTrip,Economy,1,87,2,Fri,HYD,SYD,Australia,1,1,0,8.58,0,272
1,Internet,RoundTrip,Business,9,41,16,Wed,HYD,SYD,India,1,0,1,8.58,0,2577
3,Internet,RoundTrip,Economy,47,34,8,Thu,HYD,SYD,Australia,1,1,1,8.58,1,949
1,Internet,RoundTrip,Admiral,24,52,3,Sat,HYD,SYD,Australia,1,1,1,8.58,0,4133
1,Internet,RoundTrip,Economy,36,26,15,Thu,HYD,SYD,Australia,1,1,1,8.58,0,1424
1,Internet,RoundTrip,Admiral,87,27,13,Sun,HYD,SYD,Australia,1,0,1,8.58,0,3595
2,Internet,RoundTrip,Business,192,30,8,Mon,HYD,SYD,Australia,1,1,1,8.58,0,2012
2,Internet,RoundTrip,Business,226,17,11,Mon,HYD,SYD,India,0,0,0,8.58,0,3388
1,Internet,RoundTrip,Business,70,53,13,Sat,HYD,SYD,Australia,1,0,1,8.58,0,2663
1,Mobile,RoundTrip,Business,113,36,11,Thu,HYD,SYD,Australia,1,1,1,8.58,0,2242
1,Internet,RoundTrip,Admiral,21,51,2,Mon,HYD,SYD,Australia,1,1,1,8.58,0,4944
1,Internet,RoundTrip,Admiral,5,18,16,Sat,HYD,SYD,Australia,1,1,1,8.58,0,4760
1,Internet,RoundTrip,Admiral,16,68,10,Mon,HYD,SYD,Australia,1,1,1,8.58,0,3681
1,Internet,RoundTrip,Economy,8,54,14,Thu,HYD,SYD,Australia,0,0,0,8.58,0,582
1,Internet,RoundTrip,Economy,72,41,14,Tue,HYD,SYD,India,1,1,0,8.58,0,784
1,Internet,RoundTrip,Admiral,17,1,8,Sun,HYD,SYD,Australia,0,0,0,8.58,0,4702
1,Internet,RoundTrip,Business,76,87,2,Sat,HYD,SYD,Australia,1,1,1,8.58,0,2014
1,Internet,RoundTrip,Business,47,32,7,Sun,HYD,SYD,Australia,1,0,0,8.58,0,2456
1,Internet,RoundTrip,Admiral,116,22,13,Mon,HYD,SYD,Australia,0,0,0,8.58,0,4028
2,Internet,RoundTrip,Admiral,8,33,10,Tue,HYD,SYD,India,1,1,1,8.58,0,4759
1,Internet,RoundTrip,Admiral,47,19,1,Sat,HYD,SYD,Australia,0,0,1,8.58,0,3772
1,Mobile,RoundTrip,Business,173,29,17,Sat,HYD,SYD,India,1,1,1,8.58,0,2687
2,Internet,RoundTrip,Economy,123,20,15,Mon,HYD,SYD,United States,1,0,0,8.58,0,685
1,Mobile,RoundTrip,Business,13,20,1,Sat,HYD,SYD,Australia,1,1,1,8.58,0,3276
1,Internet,RoundTrip,Economy,25,199,13,Thu,HYD,SYD,India,1,0,1,8.58,0,1142
1,Internet,RoundTrip,Admiral,108,22,9,Fri,HYD,SYD,India,1,0,1,8.58,0,4564
1,Internet,RoundTrip,Business,31,19,12,Sat,HYD,SYD,Australia,1,0,1,8.58,0,2567
3,Internet,RoundTrip,Economy,164,35,1,Wed,HYD,SYD,Australia,1,0,0,8.58,0,1782
1,Mobile,RoundTrip,Economy,32,19,5,Sun,HYD,SYD,Australia,1,1,1,8.58,0,1414
1,Internet,RoundTrip,Admiral,46,34,7,Sat,HYD,SYD,Australia,1,0,1,8.58,0,4853
5,Internet,RoundTrip,Economy,271,47,6,Sat,HYD,SYD,Australia,1,0,1,8.58,0,1510
1,Internet,RoundTrip,Economy,183,21,2,Sun,HYD,SYD,Australia,0,0,0,8.58,0,1237
2,Internet,RoundTrip,Business,5,27,9,Fri,HYD,SYD,Australia,1,1,1,8.58,0,2176
2,Mobile,RoundTrip,Business,17,23,12,Fri,HYD,SYD,India,1,1,1,8.58,0,2887
1,Internet,RoundTrip,Economy,14,85,8,Sat,HYD,SYD,Indonesia,1,1,1,8.58,0,357
1,Internet,RoundTrip,Business,239,27,10,Tue,HYD,SYD,Australia,1,0,1,8.58,0,2052
1,Internet,RoundTrip,Admiral,45,61,1,Mon,HYD,SYD,Australia,1,0,0,8.58,0,4560
2,Mobile,RoundTrip,Admiral,95,42,13,Sun,HYD,SYD,Australia,1,1,1,8.58,0,4638
1,Internet,RoundTrip,Admiral,100,50,11,Wed,HYD,SYD,Australia,1,0,1,8.58,0,3926
2,Internet,RoundTrip,Business,103,33,1,Mon,HYD,SYD,Australia,1,1,0,8.58,0,3098
3,Internet,RoundTrip,Economy,41,39,9,Thu,HYD,SYD,Australia,1,1,1,8.58,0,339
1,Internet,RoundTrip,Admiral,32,18,11,Thu,HYD,SYD,Australia,1,0,1,8.58,0,3971
1,Internet,RoundTrip,Admiral,39,31,5,Mon,HYD,SYD,Australia,1,0,1,8.58,0,4525
1,Mobile,RoundTrip,Business,32,19,5,Sun,HYD,SYD,Australia,1,1,1,8.58,0,3382
1,Mobile,RoundTrip,Admiral,20,103,11,Thu,HYD,SYD,Australia,1,1,1,8.58,0,4230
2,Internet,RoundTrip,Economy,258,72,2,Sat,HYD,SYD,Australia,1,0,0,8.58,0,1860
1,Internet,RoundTrip,Economy,100,34,9,Fri,HYD,SYD,Australia,1,0,1,8.58,0,1171
1,Internet,RoundTrip,Admiral,49,29,12,Fri,HYD,SYD,Australia,0,0,1,8.58,0,3664
2,Internet,RoundTrip,Economy,44,50,9,Sat,HYD,SYD,Australia,1,0,0,8.58,0,774
1,Internet,RoundTrip,Business,264,21,17,Sat,HYD,SYD,India,0,1,0,8.58,0,2943
2,Internet,RoundTrip,Economy,154,52,6,Sun,HYD,SYD,Australia,1,1,1,8.58,0,840
1,Internet,RoundTrip,Business,73,29,0,Tue,HYD,SYD,Australia,1,0,1,8.58,0,3365
3,Internet,RoundTrip,Economy,191,17,17,Wed,HYD,SYD,Qatar,0,0,1,8.58,0,537
1,Internet,RoundTrip,Economy,41,40,6,Thu,HYD,SYD,Australia,1,1,1,8.58,0,854
1,Internet,RoundTrip,Business,24,30,11,Fri,HYD,SYD,Australia,1,0,1,8.58,0,3047
1,Internet,RoundTrip,Admiral,39,21,16,Mon,HYD,SYD,India,1,1,1,8.58,1,4822
1,Internet,RoundTrip,Economy,11,50,10,Thu,HYD,SYD,Australia,1,0,0,8.58,0,908
1,Internet,RoundTrip,Economy,136,85,8,Tue,HYD,SYD,Australia,0,0,0,8.58,0,733
4,Mobile,RoundTrip,Economy,88,34,13,Sun,HYD,SYD,Australia,1,0,1,8.58,0,1983
1,Internet,RoundTrip,Economy,49,24,3,Fri,HYD,SYD,Australia,1,0,1,8.58,0,1814
1,Mobile,RoundTrip,Admiral,22,29,2,Sun,HYD,SYD,Australia,1,0,1,8.58,0,4002
1,Internet,RoundTrip,Economy,48,17,2,Thu,HYD,SYD,India,0,0,1,8.58,1,1762
1,Internet,RoundTrip,Economy,114,29,11,Wed,HYD,SYD,Australia,1,1,1,8.58,0,731
1,Internet,RoundTrip,Economy,121,21,12,Thu,HYD,SYD,Australia,1,1,1,8.58,0,1023
1,Internet,RoundTrip,Business,25,20,8,Mon,HYD,SYD,Australia,1,1,1,8.58,1,2779
1,Mobile,RoundTrip,Economy,18,513,10,Sat,HYD,SYD,India,1,1,1,8.58,0,750
2,Internet,RoundTrip,Business,203,172,17,Tue,HYD,SYD,India,0,0,0,8.58,0,2387
1,Internet,RoundTrip,Admiral,44,110,16,Thu,HYD,SYD,United Arab Emirates,1,1,1,8.58,0,4808
2,Internet,RoundTrip,Business,11,114,11,Sun,HYD,SYD,Australia,1,1,1,8.58,0,2664
2,Internet,RoundTrip,Economy,11,22,10,Mon,HYD,SYD,Australia,0,0,1,8.58,0,704
1,Internet,RoundTrip,Economy,13,29,13,Wed,HYD,SYD,Australia,0,0,0,8.58,1,655
1,Internet,RoundTrip,Economy,46,19,13,Sun,HYD,SYD,India,1,1,1,8.58,0,1698
1,Internet,RoundTrip,Admiral,220,20,14,Sun,HYD,SYD,India,0,1,0,8.58,0,4848
3,Internet,RoundTrip,Economy,56,21,14,Thu,HYD,SYD,India,1,1,1,8.58,0,1607
2,Internet,RoundTrip,Economy,61,20,6,Tue,HYD,SYD,Australia,1,0,0,8.58,0,1406
2,Mobile,RoundTrip,Admiral,29,86,2,Tue,HYD,SYD,India,1,0,1,8.58,0,4822
1,Internet,RoundTrip,Business,134,110,15,Sat,HYD,SYD,India,1,1,1,8.58,0,2897
1,Internet,RoundTrip,Business,8,22,13,Thu,HYD,SYD,Australia,1,0,0,8.58,0,3137
1,Internet,RoundTrip,Admiral,16,43,16,Tue,HYD,SYD,Australia,1,0,0,8.58,0,4093
1,Internet,RoundTrip,Admiral,57,28,23,Tue,HYD,SYD,Australia,1,1,1,8.58,0,3954
2,Internet,RoundTrip,Business,19,29,1,Wed,HYD,SYD,Australia,1,1,1,8.58,0,2404
1,Mobile,RoundTrip,Business,32,19,5,Sun,HYD,SYD,Australia,1,1,1,8.58,0,3219
2,Internet,RoundTrip,Economy,134,21,9,Tue,HYD,SYD,India,1,1,0,8.58,0,438
6,Internet,RoundTrip,Business,119,36,8,Fri,HYD,SYD,Australia,1,1,1,8.58,0,3489
4,Internet,RoundTrip,Business,59,24,10,Wed,HYD,SYD,Australia,1,1,1,8.58,0,2044
2,Internet,RoundTrip,Business,9,87,7,Fri,HYD,SYD,Australia,1,1,1,8.58,0,3193
1,Internet,RoundTrip,Economy,125,26,0,Tue,HYD,SYD,Australia,1,1,1,8.58,1,1796
1,Internet,RoundTrip,Economy,20,21,2,Sun,HYD,SYD,Australia,1,0,0,8.58,0,484
1,Internet,RoundTrip,Economy,105,35,0,Sat,HYD,SYD,New Zealand,1,0,0,8.58,0,1339
1,Internet,RoundTrip,Economy,146,17,0,Thu,HYD,SYD,Australia,1,1,1,8.58,0,1422
2,Mobile,RoundTrip,Admiral,14,22,12,Sat,HYD,SYD,Australia,1,1,1,8.58,0,4704
1,Internet,RoundTrip,Admiral,12,24,9,Sat,HYD,SYD,Australia,1,1,0,8.58,0,3911
1,Internet,RoundTrip,Admiral,68,23,5,Wed,HYD,SYD,Australia,0,1,1,8.58,0,4987
1,Internet,RoundTrip,Admiral,1,30,6,Wed,HYD,SYD,Australia,1,0,0,8.58,0,3980
2,Internet,RoundTrip,Economy,94,18,8,Mon,HYD,SYD,India,1,0,0,8.58,0,284
2,Internet,RoundTrip,Admiral,149,40,4,Fri,HYD,SYD,Australia,1,0,1,8.58,0,4209
1,Internet,RoundTrip,Economy,79,28,5,Thu,HYD,SYD,Australia,1,0,1,8.58,0,1941
1,Internet,RoundTrip,Economy,1,20,7,Sat,HYD,SYD,India,1,1,1,8.58,0,1584
1,Internet,RoundTrip,Economy,395,22,19,Fri,HYD,SYD,India,0,0,0,8.58,0,381
1,Internet,RoundTrip,Admiral,67,24,22,Wed,HYD,SYD,United States,1,0,0,8.58,0,3794
1,Internet,RoundTrip,Economy,72,41,14,Tue,HYD,SYD,India,1,1,0,8.58,0,607
1,Internet,RoundTrip,Admiral,96,28,5,Mon,HYD,SYD,United States,1,1,1,8.58,0,4177
1,Internet,RoundTrip,Business,29,23,0,Mon,HYD,SYD,Australia,1,1,1,8.58,0,2941
1,Internet,RoundTrip,Admiral,164,46,21,Thu,HYD,SYD,Australia,0,1,0,8.58,0,4856
4,Internet,RoundTrip,Admiral,516,32,12,Tue,HYD,SYD,Australia,1,0,0,8.58,0,4898
1,Internet,RoundTrip,Economy,34,43,1,Thu,HYD,SYD,United States,1,1,1,8.58,0,910
1,Internet,RoundTrip,Business,36,17,3,Thu,HYD,SYD,Australia,1,0,0,8.58,0,2667
2,Internet,RoundTrip,Economy,55,196,11,Mon,HYD,SYD,Australia,1,0,1,8.58,0,828
1,Internet,RoundTrip,Admiral,13,19,3,Wed,HYD,SYD,Australia,1,1,1,8.58,0,4796
3,Internet,RoundTrip,Economy,126,22,2,Wed,HYD,SYD,Australia,1,1,1,8.58,0,483
2,Internet,RoundTrip,Business,270,17,17,Sun,HYD,SYD,India,1,0,0,8.58,0,2464
1,Internet,RoundTrip,Business,74,28,7,Sat,HYD,SYD,Australia,1,0,0,8.58,0,2122
1,Internet,RoundTrip,Economy,42,34,11,Mon,HYD,SYD,Australia,1,0,0,8.58,0,1826
1,Mobile,RoundTrip,Admiral,56,41,20,Mon,HYD,SYD,India,1,1,1,8.58,0,4141
1,Internet,RoundTrip,Admiral,6,22,6,Sun,HYD,SYD,Australia,1,0,0,8.58,0,4280
1,Internet,RoundTrip,Admiral,88,25,22,Wed,HYD,SYD,Australia,1,0,0,8.58,0,3821
1,Internet,RoundTrip,Business,27,21,12,Thu,HYD,SYD,Australia,0,0,0,8.58,0,3258
1,Internet,RoundTrip,Admiral,78,22,10,Thu,HYD,SYD,(not set),1,0,1,8.58,0,3834
2,Internet,RoundTrip,Business,34,43,2,Tue,HYD,SYD,Australia,1,0,0,8.58,0,2925
1,Mobile,RoundTrip,Economy,173,29,17,Sat,HYD,SYD,India,0,1,0,8.58,0,406
1,Internet,RoundTrip,Business,2,23,14,Wed,HYD,SYD,Australia,0,0,1,8.58,0,2722
1,Internet,RoundTrip,Economy,59,19,14,Mon,HYD,SYD,Singapore,1,1,1,8.58,0,1484
1,Mobile,RoundTrip,Admiral,17,30,12,Thu,HYD,SYD,India,1,0,0,8.58,0,4771
3,Internet,RoundTrip,Economy,130,26,13,Thu,HYD,SYD,Australia,1,1,1,8.58,0,1452
1,Internet,RoundTrip,Admiral,22,29,6,Mon,HYD,SYD,Australia,1,0,1,8.58,0,4110
1,Internet,RoundTrip,Economy,92,26,2,Tue,HYD,SYD,Australia,1,0,0,8.58,0,1986
1,Internet,RoundTrip,Business,133,27,9,Sun,HYD,SYD,Australia,0,1,1,8.58,0,3131
2,Internet,RoundTrip,Economy,114,56,12,Sun,HYD,WUH,China,1,0,1,5.13,0,1835
1,Internet,RoundTrip,Business,19,28,12,Tue,ICN,IKA,South Korea,1,1,1,8.15,0,2858
1,Internet,RoundTrip,Business,44,21,1,Fri,ICN,IKA,South Korea,1,0,1,8.15,0,3419
1,Internet,RoundTrip,Economy,25,28,6,Wed,ICN,IKA,South Korea,1,1,1,8.15,0,1950
1,Internet,RoundTrip,Business,27,21,8,Fri,ICN,IKA,South Korea,1,0,1,8.15,0,2483
2,Internet,RoundTrip,Admiral,170,33,4,Tue,ICN,IKA,South Korea,1,0,1,8.15,0,4025
1,Internet,RoundTrip,Admiral,5,38,5,Sat,ICN,IKA,South Korea,1,1,1,8.15,0,4783
1,Internet,RoundTrip,Admiral,20,61,6,Fri,ICN,IKA,South Korea,1,1,1,8.15,0,3605
1,Internet,RoundTrip,Economy,2,38,3,Tue,ICN,IKA,South Korea,1,0,1,8.15,0,1257
3,Internet,RoundTrip,Economy,8,61,9,Mon,ICN,IKA,South Korea,1,0,1,8.15,0,1889
1,Internet,RoundTrip,Admiral,14,56,5,Tue,ICN,IKA,South Korea,1,1,1,8.15,0,4664
2,Internet,RoundTrip,Economy,26,21,23,Tue,ICN,IKA,United Kingdom,1,1,1,8.15,0,572
1,Internet,RoundTrip,Business,24,21,4,Thu,ICN,IKA,South Korea,1,0,1,8.15,0,2724
2,Internet,RoundTrip,Business,3,25,5,Thu,ICN,IKA,South Korea,0,0,0,8.15,0,2258
3,Internet,RoundTrip,Business,13,77,20,Wed,ICN,IKA,Iran,1,0,0,8.15,0,2006
1,Mobile,RoundTrip,Economy,12,30,7,Tue,ICN,IKA,South Korea,1,1,1,8.15,0,924
2,Mobile,RoundTrip,Admiral,24,24,3,Thu,ICN,IKA,South Korea,1,0,1,8.15,0,4435
1,Internet,RoundTrip,Business,13,18,4,Fri,ICN,JED,Saudi Arabia,0,0,0,9.5,0,2291
