AppID,Name,Developer,Publisher,Genre,Categories,Owners,Positive_Reviews,Negative_Reviews,Price_USD,Initial_Price_USD,Discount_Percent,Peak_Concurrent_Players,Platforms,Release_Date,Required_Age,Avg_Rating_5,Playability_Index_10
224820,Super House of Dead Ninjas,Megadev,Adult Swim Games,"Action, Indie","Single-player, Includes level editor, Steam Achievements, Steam Leaderboards, Full controller support, Steam Trading Cards, Steam Workshop","100,000 .. 200,000",1517,66,6.99,6.99,0,4,windows,2/18/2013,0,2.82,5.34
224860,Arma Tactics,Bohemia Interactive,Bohemia Interactive,"Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","200,000 .. 500,000",293,619,8.99,8.99,0,1,"windows, mac, linux",10/1/2013,0,2.82,9.66
224900,Iron Sky: Invasion,Reality Pump,Topware Interactive,"Action, Simulation, Strategy","Single-player, Partial Controller Support, Steam Achievements","200,000 .. 500,000",621,441,4.99,19.99,75,3,"windows, mac, linux",12/13/2012,0,2.77,8.7
224920,Legacy of Kain: Soul Reaver,Crystal Dynamics,Square Enix,"Action, Adventure",Single-player,"500,000 .. 1,000,000",1289,456,0,0,0,5,windows,9/8/1999,15,2.23,0.24
224940,Legacy of Kain: Soul Reaver 2,Crystal Dynamics,Square Enix,"Action, Adventure",Single-player,"200,000 .. 500,000",560,272,6.99,6.99,0,8,windows,12/6/2012,0,2.02,3.41
224960,Tomb Raider I,Core Design,Square Enix,"Action, Adventure",Single-player,"500,000 .. 1,000,000",3382,584,6.99,6.99,0,16,windows,11/28/2012,0,4.14,8.3
224980,Tomb Raider IV: The Last Revelation,Core Design,Square Enix,"Action, Adventure",Single-player,"200,000 .. 500,000",925,143,6.99,6.99,0,25,windows,11/28/2012,0,3.01,2.78
225000,Tomb Raider V: Chronicles,Core Design,Square Enix,"Action, Adventure",Single-player,"200,000 .. 500,000",507,177,6.99,6.99,0,11,windows,11/28/2012,0,3.79,4.05
225020,Tomb Raider VI: The Angel of Darkness,Core Design,Square Enix,Action,Single-player,"200,000 .. 500,000",738,499,6.99,6.99,0,21,windows,11/28/2012,0,2.78,9.94
225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,505 Games,"Action, Adventure, Indie","Single-player, Full controller support","1,000,000 .. 2,000,000",37107,2126,14.99,14.99,0,23,windows,9/3/2013,0,2.32,9.69
225160,Shadow Warrior Classic Redux,General Arcade,Devolver Digital,Action,"Single-player, Includes level editor, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","200,000 .. 500,000",2677,286,9.99,9.99,0,6,"windows, mac, linux",7/8/2013,0,4.96,6.67
225260,Brutal Legend,Double Fine Productions,Double Fine Productions,"Action, Adventure, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Online PvP, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, PvP","2,000,000 .. 5,000,000",15883,1186,14.99,14.99,0,57,"windows, mac, linux",2/26/2013,0,4.08,5.17
225280,Full Mojo Rampage,Over the Top Games,Over The Top Games,"Action, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV","200,000 .. 500,000",1035,190,12.99,12.99,0,1,windows,5/8/2014,0,2.05,7.77
225300,Tomb Raider II,Core Design,Square Enix,"Action, Adventure",Single-player,"200,000 .. 500,000",1677,254,6.99,6.99,0,29,windows,11/28/2012,0,3.23,9.29
225320,Tomb Raider III,Core Design,Square Enix,"Action, Adventure",Single-player,"200,000 .. 500,000",1042,200,6.99,6.99,0,20,windows,11/28/2012,0,4.7,4.55
225360,DARK,Realmforge Studios,Kalypso Media Digital,"Action, RPG","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",656,593,9.99,9.99,0,2,windows,7/3/2013,0,3,5.02
225420,Cities in Motion 2,Colossal Order Ltd.,Paradox Interactive,"Simulation, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop","500,000 .. 1,000,000",1361,1022,19.99,19.99,0,39,"windows, mac, linux",4/2/2013,0,2.6,1.63
225540,Just Cause 3,Avalanche Studios,Square Enix,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV","2,000,000 .. 5,000,000",86425,18399,19.99,19.99,0,1236,windows,11/30/2015,15,4.9,5.72
225600,Blade Symphony,Puny Human,Puny Human,"Action, Indie","Multi-player, Stats, Includes Source SDK, Includes level editor, Partial Controller Support, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, In-App Purchases, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","200,000 .. 500,000",3105,1612,0,0,0,2,"windows, mac, linux",5/7/2014,0,2.87,4.15
225640,Sacred 2 Gold,Studio II,THQ Nordic,RPG,Single-player,"500,000 .. 1,000,000",2140,701,14.99,14.99,0,94,windows,12/21/2012,0,2.61,4.37
225840,Sven Co-op,Sven Co-op team,Sven Co-op team,"Action, Casual, Free to Play, Indie","Multi-player, Single-player, Valve Anti-Cheat enabled, Co-op, Partial Controller Support, Steam Cloud, Online Co-op, LAN Co-op","5,000,000 .. 10,000,000",23995,1686,0,0,0,311,"windows, linux",1/22/2016,17,4.01,4.82
226100,PixelJunk Nom Nom Galaxy,Q-Games Ltd.,Q-Games Ltd.,"Action, Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together","100,000 .. 200,000",722,235,9.99,9.99,0,3,windows,8/3/2015,0,4.76,9.31
226120,Weird Worlds: Return to Infinite Space,Digital Eel,Digital Eel,"Adventure, Casual, Indie, Strategy",Single-player,"200,000 .. 500,000",372,204,4.99,4.99,0,1,"windows, mac, linux",3/19/2013,0,4.41,9.7
226280,Warp Frontier,Brawsome,Brawsome,"Adventure, Indie","Single-player, Commentary available, Steam Achievements, Steam Cloud, Steam Trading Cards","0 .. 20,000",37,2,14.99,14.99,0,0,"windows, mac, linux",9/28/2021,0,3.19,3.42
226560,Escape Dead Island,Fatshark,Deep Silver,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV","100,000 .. 200,000",770,477,14.99,14.99,0,4,windows,11/20/2014,0,3.55,9.73
226580,F1 2014,Codemasters,"Codemasters, Electronic Arts","Racing, Sports","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV","200,000 .. 500,000",2402,450,0,0,0,41,windows,10/16/2014,0,4.67,7.11
226620,Desktop Dungeons,QCF Design,QCF Design,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","100,000 .. 200,000",1244,136,14.99,14.99,0,16,"windows, mac, linux",11/7/2013,0,2.63,9.02
226720,LOST PLANET 3,Spark Unlimited,Capcom,Action,"Multi-player, Single-player, Captions available, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on TV","200,000 .. 500,000",2043,1227,24.99,24.99,0,13,windows,8/26/2013,0,3.37,3.3
226740,Monster Loves You!,"Radial Games Corp, Dejobaan Games, LLC",Radial Games Corp,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Captions available, Steam Achievements, Full controller support, Steam Trading Cards","100,000 .. 200,000",923,259,9.99,9.99,0,1,"windows, mac, linux",3/18/2013,0,4.15,9.86
226780,MUD Motocross World Championship,Milestone S.r.l.,BANDAI NAMCO Entertainment,"Racing, Sports","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud","20,000 .. 50,000",69,51,1.49,9.99,85,2,windows,3/15/2013,0,2.12,2.03
226820,Nancy Drew: Ghost of Thornton Hall,"HeR Interactive, Inc.",HeR Interactive,Adventure,Single-player,"20,000 .. 50,000",172,15,19.99,19.99,0,9,"windows, mac",5/14/2013,0,3.67,9.96
226840,Age of Wonders III,Triumph Studios,Paradox Interactive,"RPG, Strategy","Multi-player, Single-player, Co-op, Includes level editor, Steam Achievements, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Remote Play Together","1,000,000 .. 2,000,000",9182,2245,29.99,29.99,0,464,"windows, mac, linux",3/31/2014,0,4.27,8.89
226860,Galactic Civilizations III,Stardock Entertainment,Stardock Entertainment,"Indie, Strategy","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Trading Cards, Steam Workshop, Online PvP, Online Co-op, PvP","500,000 .. 1,000,000",7622,2328,39.99,39.99,0,263,windows,5/14/2015,0,2.16,7.01
226960,Ironclad Tactics,Zachtronics,Zachtronics,"Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",420,188,14.99,14.99,0,0,"windows, mac, linux",9/18/2013,0,4.84,0.26
227000,Primordia,Wormwood Studios,Wadjet Eye Games,"Adventure, Indie","Single-player, Captions available, Commentary available, Steam Achievements, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",2817,83,9.99,9.99,0,8,"windows, mac, linux",12/5/2012,0,3.81,9.16
227060,Hegemony Rome: The Rise of Caesar,Longbow Games,Longbow Games,"Indie, RPG, Simulation, Strategy","Single-player, Captions available, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",263,174,14.99,14.99,0,4,windows,5/15/2014,0,4.27,9.6
227080,Papo & Yo,Minority Media Inc.,Minority Media,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support","200,000 .. 500,000",2569,177,14.99,14.99,0,1,"windows, mac, linux",4/18/2013,0,2.78,9.56
227100,Sniper Elite: Nazi Zombie Army,Rebellion,Rebellion,Action,"Multi-player, Single-player, Valve Anti-Cheat enabled, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","200,000 .. 500,000",3773,513,14.99,14.99,0,7,windows,2/28/2013,0,3.47,2.75
227160,Kinetic Void,Badland Studio,Badland Studio,"Action, Indie, Simulation","Single-player, Steam Trading Cards, Steam Workshop","100,000 .. 200,000",276,1259,19.99,19.99,0,0,"windows, mac, linux",11/21/2014,0,3.39,0.28
227180,Kingdom Wars,Reverie World Studios,Space Bullet Dynamics Corporation,"Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, Single-player, Co-op, Includes level editor, MMO, Steam Achievements, Steam Trading Cards","200,000 .. 500,000",1847,885,0,0,0,9,windows,4/1/2013,0,3.99,8.06
227200,Waking Mars,Tiger Style,Tiger Style,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support","200,000 .. 500,000",1008,128,9.99,9.99,0,0,"windows, mac, linux",12/13/2012,0,2.5,6.07
227220,Sang-Froid - Tales of Werewolves,Artifice Studio,Artifice Studio,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","200,000 .. 500,000",1629,230,0,0,0,1,windows,4/5/2013,0,2.62,2.59
227300,Euro Truck Simulator 2,SCS Software,SCS Software,"Indie, Simulation","Multi-player, Single-player, Co-op, Includes level editor, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards, Steam Workshop, Online Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play Together","10,000,000 .. 20,000,000",572368,15615,19.99,19.99,0,39651,"windows, mac, linux",10/12/2012,0,3.42,3.95
227380,Dragon's Lair,Digital Leisure Inc.,Digital Leisure Inc.,"Action, Adventure, Casual","Single-player, Partial Controller Support, Steam Achievements","50,000 .. 100,000",442,121,9.99,9.99,0,0,"windows, mac, linux",5/17/2013,0,2.67,8.67
227480,God Mode,Old School Games,ATLUS USA,Action,"Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Trading Cards","200,000 .. 500,000",1749,742,0,0,0,0,windows,4/19/2013,15,3.42,2.77
227560,Scourge: Outbreak,Tragnarion Studios,Bitbox S.L.,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Remote Play on TV","100,000 .. 200,000",353,193,5.99,5.99,0,0,"windows, mac",4/2/2014,15,3.21,8.32
227580,"10,000,000",EightyEightGames,EightyEightGames,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards","100,000 .. 200,000",1926,223,4.99,4.99,0,5,"windows, mac, linux",1/15/2013,0,3.54,3.5
227600,Castle of Illusion,SEGA Studios Australia,SEGA,"Adventure, Casual","Single-player, Steam Achievements, Steam Cloud, Full controller support","200,000 .. 500,000",2701,299,14.99,14.99,0,31,windows,9/4/2013,0,3.06,5.82
227760,March of the Eagles,Paradox Development Studio,Paradox Interactive,"Simulation, Strategy","Multi-player, Single-player, Steam Trading Cards","50,000 .. 100,000",230,109,19.99,19.99,0,3,windows,2/18/2013,0,4.16,4.79
227780,Serious Sam Classics: Revolution,"Croteam, Alligator Pit",Devolver Digital,"Action, Indie","Multi-player, Single-player, Co-op, Stats, Includes level editor, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Steam Workshop, Remote Play Together","200,000 .. 500,000",2723,265,9.99,9.99,0,12,windows,8/30/2019,0,3.05,3.9
227800,Retrovirus,Cadenza Interactive,Cadenza Interactive,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Online PvP, Online Co-op, LAN PvP, LAN Co-op, PvP","20,000 .. 50,000",124,45,9.99,9.99,0,0,windows,1/31/2013,0,2.63,6.46
227860,Castle Story,Sauropod Studio,Sauropod Studio,"Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Includes level editor, Steam Achievements, Cross-Platform Multiplayer, Steam Workshop, Online PvP, Online Co-op, LAN PvP, LAN Co-op, PvP","200,000 .. 500,000",5152,3149,6.24,24.99,75,69,"windows, mac, linux",8/17/2017,0,2.47,9.98
227940,Heroes & Generals,TLM Partners,TLM Partners,"Action, Free to Play, Indie, Massively Multiplayer, Strategy","Multi-player, Co-op, Stats, MMO, In-App Purchases, Online PvP, Online Co-op, PvP","10,000,000 .. 20,000,000",94141,46659,0,0,0,2333,windows,10/18/2016,0,4.98,8.93
228200,Company of Heroes,Relic Entertainment,SEGA,"Action, Strategy","Multi-player, Single-player, Steam Cloud, Steam Trading Cards, Steam Workshop","1,000,000 .. 2,000,000",12270,738,19.99,19.99,0,1995,windows,9/11/2006,0,3.02,9.16
228260,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,Stardock Entertainment,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","200,000 .. 500,000",1700,587,24.99,24.99,0,51,windows,5/22/2013,0,4.76,6.82
228280,Baldur's Gate: Enhanced Edition,Beamdog,Beamdog,"Adventure, RPG","Multi-player, Single-player, Co-op, Captions available, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards","1,000,000 .. 2,000,000",11118,1055,19.99,19.99,0,670,"windows, mac, linux",1/16/2013,0,2.07,8.84
228300,Remember Me,DONTNOD Entertainment,Capcom,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on TV","500,000 .. 1,000,000",11840,2391,29.99,29.99,0,17,windows,6/5/2013,0,3.51,5.66
228320,A Valley Without Wind 2,"Arcen Games, LLC","Arcen Games, LLC","Action, Adventure, Indie, Strategy","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Cross-Platform Multiplayer, Online Co-op, LAN Co-op","50,000 .. 100,000",99,116,14.99,14.99,0,0,"windows, mac, linux",2/18/2013,0,4.43,7.65
228360,Full Throttle Remastered,"Double Fine Productions, Shiny Shoe",Double Fine Productions,Adventure,"Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together","200,000 .. 500,000",2097,171,14.99,14.99,0,10,"windows, mac, linux",4/18/2017,0,2.97,4.95
228380,Wreckfest,Bugbear,THQ Nordic,"Action, Indie, Racing, Simulation, Sports","Multi-player, Single-player, Stats, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Workshop, Online PvP, PvP","1,000,000 .. 2,000,000",27524,4039,29.99,29.99,0,679,windows,6/14/2018,0,4.43,3.45
228400,Ace Combat Assault Horizon - Enhanced Edition,NAMCO,BANDAI NAMCO Entertainment,"Action, Simulation","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards","200,000 .. 500,000",2956,2140,0,0,0,12,windows,1/25/2013,0,4.63,9.1
228440,Cubemen 2,3 Sprockets,3 Sprockets,"Indie, Strategy","Multi-player, Single-player, Stats, Includes level editor, Steam Achievements, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, Steam Trading Cards","50,000 .. 100,000",156,69,7.99,7.99,0,0,"windows, mac, linux",4/8/2013,0,4.91,8
228760,TrackMania² Canyon,Nadeo,Ubisoft,"Racing, Sports","Multi-player, Single-player, Includes level editor, Partial Controller Support, Steam Workshop, VR Support","100,000 .. 200,000",1400,321,19.99,19.99,0,30,windows,2/27/2013,0,4.29,3.87
228960,Skulls of the Shogun,17-BIT,17-BIT,"Indie, Strategy","Multi-player, Single-player, Captions available, Commentary available, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play on TV, Remote Play Together, PvP","100,000 .. 200,000",651,70,9.99,9.99,0,8,"windows, mac, linux",7/29/2013,0,2.92,0.41
229480,Dungeons & Dragons: Chronicles of Mystara,Iron Galaxy Studios,Capcom,"Action, Adventure, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Remote Play Together","200,000 .. 500,000",1223,251,14.99,14.99,0,7,windows,6/18/2013,0,4.64,2.13
229520,Dungeon Hearts,Cube Roots,Devolver Digital,"Casual, Indie, Strategy","Single-player, Steam Leaderboards, Steam Trading Cards","50,000 .. 100,000",325,190,2.99,2.99,0,1,"windows, mac, linux",3/28/2013,0,4.2,7.12
229560,Hacker Evolution IMMERSION,exosyphen studios,exosyphen studios,"Action, Indie, Simulation, Early Access","Single-player, Includes level editor","0 .. 20,000",20,17,19.99,19.99,0,0,"windows, mac, linux",7/29/2016,0,3.9,9.05
229580,Dream,HyperSloth,HyperSloth,"Adventure, Indie","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",546,421,8.99,8.99,0,1,windows,7/31/2015,0,4.03,3.46
229600,Bientôt l'été,Tale of Tales,Tale of Tales,"Casual, Indie, Simulation","Multi-player, Single-player","20,000 .. 50,000",123,150,9.99,9.99,0,0,"windows, mac",2/6/2013,0,3.77,1.08
229790,Might & Magic: Heroes VI - Shades of Darkness,Virtuos,Ubisoft,"RPG, Strategy","Multi-player, Single-player","50,000 .. 100,000",4,1,14.99,14.99,0,0,windows,5/2/2013,0,4.62,1.85
229810,A Fistful of Gun,FarmerGnome,Devolver Digital,"Action, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Steam Trading Cards, Remote Play Together","100,000 .. 200,000",294,166,9.99,9.99,0,1,windows,9/23/2015,0,2.23,3.37
229870,ShootMania Storm,Nadeo,Ubisoft,Action,"Multi-player, Includes level editor, Partial Controller Support, Steam Workshop","50,000 .. 100,000",698,118,19.99,19.99,0,13,windows,4/10/2013,0,2.64,6.61
229890,Joe Danger,Hello Games,Hello Games,"Action, Casual, Indie, Racing","Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Steam Workshop, Remote Play Together","0 .. 20,000",95,19,14.99,14.99,0,1,windows,6/24/2013,0,3.64,4.37
229970,Armada 2526 Gold Edition,Ntronium Games,Iceberg Interactive,"Indie, Strategy","Multi-player, Single-player","50,000 .. 100,000",67,34,19.99,19.99,0,7,windows,2/28/2013,0,2.41,0.27
230050,DLC Quest,Going Loud Studios,Going Loud Studios,Indie,"Single-player, Steam Achievements, Steam Leaderboards, Steam Trading Cards","200,000 .. 500,000",5509,726,2.99,2.99,0,2,"windows, mac",3/18/2013,0,3.95,4.46
230070,The Age of Decadence,Iron Tower Studio,Iron Tower Studio,"Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","200,000 .. 500,000",2603,587,12.99,12.99,0,11,windows,10/14/2015,0,3.99,1.94
230150,Incredipede,Colin Northway with art by Thomas Shahan,Northway Games,"Action, Adventure, Casual, Indie, Simulation",Single-player,"50,000 .. 100,000",247,96,9.99,9.99,0,0,"windows, mac",3/18/2013,0,4.31,5.82
230190,War for the Overworld,Brightrock Games,Brightrock Games,"Indie, Simulation, Strategy","Multi-player, Single-player, Captions available, Includes level editor, Steam Achievements, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Online PvP, PvP","500,000 .. 1,000,000",6012,975,29.99,29.99,0,101,"windows, mac, linux",4/2/2015,0,4.36,0.72
230230,Divinity: Original Sin (Classic),Larian Studios,Larian Studios,"Adventure, Indie, RPG, Strategy","Multi-player, Single-player, Co-op, Captions available, Includes level editor, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Remote Play Together","1,000,000 .. 2,000,000",10675,964,39.99,39.99,0,41,"windows, mac",6/30/2014,0,4.28,2.91
230270,N++ (NPLUSPLUS),Metanet Software Inc.,Metanet Software Inc.,Action,"Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP","200,000 .. 500,000",2547,157,14.99,14.99,0,18,"windows, mac, linux",8/25/2016,0,2.28,2.41
230290,Universe Sandbox,Giant Army,Giant Army,"Casual, Indie, Simulation, Early Access","Single-player, Partial Controller Support, Steam Workshop","1,000,000 .. 2,000,000",17644,734,29.99,29.99,0,278,"windows, mac, linux",8/24/2015,0,2.6,1.19
230310,Akaneiro: Demon Hunters,Spicy Horse,Spicy Horse,"Action, Free to Play, Indie, RPG","Single-player, Steam Trading Cards","50,000 .. 100,000",136,234,0,0,0,1,"windows, mac, linux",11/25/2014,0,2.39,0.99
230410,Warframe,Digital Extremes,Digital Extremes,"Action, Free to Play, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Online Co-op, Remote Play on Phone, Remote Play on Tablet","20,000,000 .. 50,000,000",448616,68559,0,0,0,43118,windows,3/25/2013,13,3.94,7.09
230650,Lords of Football,Geniaware Srl,Fish Eagle,"Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",164,158,14.99,14.99,0,2,windows,4/5/2013,0,3.54,2.65
230700,La-Mulana,NIGORO,PLAYISM,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","200,000 .. 500,000",1725,419,14.99,14.99,0,21,"windows, mac, linux",4/15/2013,0,4.56,6.86
230760,DIVO,Internal Games,Internal Games,"Casual, Indie","Single-player, Partial Controller Support","0 .. 20,000",8,16,4.99,4.99,0,0,"windows, linux",2/1/2013,0,2.18,2.11
230820,The Night of the Rabbit,Daedalic Entertainment,Daedalic Entertainment,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","200,000 .. 500,000",2518,286,19.99,19.99,0,19,"windows, mac",5/28/2013,0,3.87,5.9
230840,Daylight,Zombie Studios,Zombie Studios,"Action, Adventure, Casual, Indie","Single-player, Captions available, Partial Controller Support, Steam Achievements, Steam Trading Cards","100,000 .. 200,000",783,763,4.99,4.99,0,1,windows,4/29/2014,14,2.06,3.02
230860,Cannon Brawl,"Theresa Duringer, Pete Andstadt",Temple Gates Games,"Action, Adventure, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV","20,000 .. 50,000",702,69,7.49,14.99,50,3,"windows, mac, linux",9/19/2014,0,3.08,8.01
230980,Starseed Pilgrim,droqen,droqen,"Adventure, Indie","Single-player, Partial Controller Support","200,000 .. 500,000",297,200,5.99,5.99,0,1,"windows, mac",4/16/2013,0,4.73,1.3
231020,Storm,Eko Software,Eko Software,"Indie, Simulation","Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards","20,000 .. 50,000",68,32,9.99,9.99,0,0,windows,6/27/2013,0,2.45,1.45
231040,Beatbuddy: Tale of the Guardians,Threaks,Threaks,"Action, Adventure, Casual, Indie","Single-player, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV","200,000 .. 500,000",871,268,9.99,9.99,0,2,"windows, mac, linux",8/6/2013,0,2.7,1.32
231060,Ragnarok Online 2,"Gravity, Inc.",Gravity Interactive,"Free to Play, Massively Multiplayer, RPG","Multi-player, Single-player, MMO","500,000 .. 1,000,000",1806,1263,0,0,0,4,windows,5/1/2013,0,3.03,6.2
231140,Cities XL Platinum,Focus Entertainment,Focus Entertainment,Simulation,"Single-player, Steam Cloud","200,000 .. 500,000",889,653,9.99,9.99,0,7,windows,2/6/2013,0,3.92,5.79
231160,The Swapper,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV","500,000 .. 1,000,000",6582,375,14.99,14.99,0,4,"windows, mac, linux",5/30/2013,0,4.31,3.8
231200,Kentucky Route Zero: PC Edition,Cardboard Computer,Cardboard Computer,"Adventure, Indie","Single-player, Captions available, Steam Achievements, Full controller support, Remote Play on TV","200,000 .. 500,000",2662,626,24.99,24.99,0,13,"windows, mac, linux",2/22/2013,0,4.96,7.46
231310,MirrorMoon EP,Santa Ragione,Santa Ragione,"Adventure, Indie","Single-player, Co-op, Partial Controller Support, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards","50,000 .. 100,000",311,213,14.99,14.99,0,0,"windows, mac, linux",9/4/2013,0,4.09,3.9
231330,Deadfall Adventures,The Farm 51,THQ Nordic,"Action, Adventure","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","100,000 .. 200,000",1738,626,19.99,19.99,0,7,"windows, linux",11/15/2013,0,3.05,6.77
231430,Company of Heroes 2,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,"Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Steam Trading Cards, Steam Workshop, Online PvP, Online Co-op, PvP","5,000,000 .. 10,000,000",76015,20840,19.99,19.99,0,7390,"windows, mac, linux",6/25/2013,15,4.83,8.46
231720,Bad Hotel,Lucky Frame,Lucky Frame,"Casual, Indie","Single-player, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","50,000 .. 100,000",124,245,4.99,4.99,0,0,"windows, mac, linux",10/16/2013,0,3.35,6.61
231740,Knights of Pen and Paper +1 Edition,Behold Studios,Paradox Interactive,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards","200,000 .. 500,000",2565,501,9.99,9.99,0,10,"windows, mac, linux",6/18/2013,0,3.64,1.91
