"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@MartinBrampton @muddyboy50 @manifesto2000 @WEschenbach @markp1950 @bazakel @JaggerMickOZ @THommerich @Boi_dBoi_d… https://t.co/tURQ6wzUSB",FALSE,0,"MartinBrampton",2020-11-06 17:32:37,TRUE,"1324762642414772225","1324766653461286914","48639042","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","highnoontide",0,FALSE,FALSE,NA,NA
"Credit: u/mikkeldp
"" #forsigtighedsprincip "", intet med greenpeace affiliation at gøre. https://t.co/uyrZS9wtTz",FALSE,0,NA,2020-11-06 17:32:00,FALSE,NA,"1324766496107589633",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DanmarkMemes",0,FALSE,FALSE,NA,NA
"RT @greenpeace_esp: Junto a @ecologistas, @WWF, @SEO_BirdLife y @AmigosTierraEsp  pedimos al Gobierno el fin de la bonificación al diésel e…",FALSE,0,NA,2020-11-06 17:31:22,FALSE,NA,"1324766338313846784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mario_rod_var",9,TRUE,FALSE,NA,NA
"RT @Greenpeace: It's time to stop all expansion of fossil fuel production.

Opening a new oil frontier in the Arctic should be illegal - an…",FALSE,0,NA,2020-11-06 17:31:00,FALSE,NA,"1324766246823436291",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","pi_lizzie",34,TRUE,FALSE,NA,NA
"RT @FranFerrante: L’eolico offshore che piace agli ambientalisti: siglato manifesto da @AnevEolico @Legambiente @Greenpeace_ITA @Kyoto_Club…",FALSE,0,NA,2020-11-06 17:31:00,FALSE,NA,"1324766243463876609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LucaAterini",7,TRUE,FALSE,NA,NA
"@GreenpeaceMTP @mauberli @PBouquet2 @LePointInnov @voixdunucleaire Aaaaaaah .. tant mieux alors🙂. 
Ce que je pense… https://t.co/vthUGopjiV",FALSE,0,"GreenpeaceMTP",2020-11-06 17:30:47,TRUE,"1324764517327425538","1324766191529955329","460055562","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MyrtoTripathi",0,FALSE,FALSE,NA,NA
"RT @PowerShift_eV: Am Montag treffen sich die Handelsminister der EU. Auch das #EUMercosur Abkommen könnte besprochen werden. Dabei fördert…",FALSE,0,NA,2020-11-06 17:28:35,FALSE,NA,"1324765635679866882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KlymaTaria",12,TRUE,FALSE,NA,NA
"@Greenpeace :(

https://t.co/YUb44nJuLs",FALSE,0,"Greenpeace",2020-11-06 17:27:42,FALSE,"1324698046630928385","1324765413583052806","3459051","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GreenpeaceMTP",0,FALSE,FALSE,NA,NA
"https://t.co/cAqwRZjzt3",FALSE,0,NA,2020-11-06 17:27:24,FALSE,NA,"1324765337972363265",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","peanut_7M",0,FALSE,FALSE,NA,NA
"We must change our selfish irresponsible acts @WildAid @Seasaver @OP_Society @Greenpeace @seashepherd @oceana… https://t.co/kRlcOHoXQS",FALSE,0,NA,2020-11-06 17:27:04,TRUE,NA,"1324765254987837441",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ncd4jp",0,FALSE,FALSE,NA,NA
"RT @GreenpeaceBR: O desmatamento e as queimadas estão colocando em risco centenas de espécies ameaças de extinção. Precisamos evitar agora…",FALSE,0,NA,2020-11-06 17:27:00,FALSE,NA,"1324765239120900097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LucianaDuarte25",29,TRUE,FALSE,NA,NA
"RT @FranFerrante: L’eolico offshore che piace agli ambientalisti: siglato manifesto da @AnevEolico @Legambiente @Greenpeace_ITA @Kyoto_Club…",FALSE,0,NA,2020-11-06 17:26:56,FALSE,NA,"1324765223870410757",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StefanoCiafani",7,TRUE,FALSE,NA,NA
"Soixante-seize ONG ont écrit à @EU_Commission pour demander que soient prohibées l'exportation de pesticides danger… https://t.co/0qzfnXoFo7",FALSE,2,NA,2020-11-06 17:25:53,TRUE,NA,"1324764958660448256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LaurentRadisson",0,FALSE,FALSE,NA,NA
"RT @FranFerrante: L’eolico offshore che piace agli ambientalisti: siglato manifesto da @AnevEolico @Legambiente @Greenpeace_ITA @Kyoto_Club…",FALSE,0,NA,2020-11-06 17:25:53,FALSE,NA,"1324764956194181120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gonufrio",7,TRUE,FALSE,NA,NA
"La destrucción de los bosques le está costando la salud a nuestro planeta. Firma y pide bosques sanos para un plane… https://t.co/JvJvtz7Qho",FALSE,0,NA,2020-11-06 17:25:17,TRUE,NA,"1324764806646255617",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NuevoItaca",0,FALSE,FALSE,NA,NA
"@alternatibagre @cferrari_38 @SMMAG__officiel @placegrenet @jkermabon @vigny6 @LeDL_Grenoble @Greenpeace_Gre… https://t.co/b0OTLmVIdp",FALSE,1,"alternatibagre",2020-11-06 17:24:49,TRUE,"1323215637171286016","1324764688652140546","2860077113","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pabouger",0,FALSE,FALSE,NA,NA
"RT @sscheller: Den store klimaretssag i Norge bliver nu hørt i landets højesteret. Greenpeace stævnede staten fordi tilladelser til fortsat…",FALSE,0,NA,2020-11-06 17:24:32,FALSE,NA,"1324764618552737797",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","greenpeacedk",1,TRUE,FALSE,NA,NA
"@MyrtoTripathi @mauberli @PBouquet2 @LePointInnov @voixdunucleaire Les théories conspirationnistes du genre Greenpe… https://t.co/q1Uwf4sVp5",FALSE,0,"MyrtoTripathi",2020-11-06 17:24:08,TRUE,"1324760172225581058","1324764517327425538","1062450890299396096","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GreenpeaceMTP",0,FALSE,FALSE,NA,NA
"@Greenpeace ❤️",FALSE,0,"Greenpeace",2020-11-06 17:23:51,FALSE,"1324622552136880129","1324764446498025472","3459051","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chowdarychandu",0,FALSE,FALSE,NA,NA
"More trees, more bees and less disease - how is my rhyme? https://t.co/EWCB7V6k4n",FALSE,0,NA,2020-11-06 17:22:55,FALSE,NA,"1324764212179161089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChristineCooman",0,FALSE,FALSE,NA,NA
"RT @RevDrBarber: Join me online today at 2pm ET / 11am PT for #FireDrillFriday “Heart and Soul Edition” w/ my sisters @JaneFonda, @JoanCBae…",FALSE,0,NA,2020-11-06 17:22:47,FALSE,NA,"1324764175747502080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TerriEn59800557",24,TRUE,FALSE,NA,NA
"Now is the time to build momentum.
#ClimateEmergency 
#PlantTreesSaveEarth 
#ClimateAction 
@COP26 @UNFCCC… https://t.co/5LMgVNB0Au",FALSE,0,NA,2020-11-06 17:21:16,TRUE,NA,"1324763796842434560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joanandclare1",0,FALSE,FALSE,NA,NA
"RT @Nsh89327527: No olvidar #bienesnacionales #isamit
#tortel
Greenpeace: ""Nadie ha hecho más daño al medioambiente en Chile que Andrónico…",FALSE,0,NA,2020-11-06 17:20:50,FALSE,NA,"1324763685424943105",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VitacuraLaLleva",3,TRUE,FALSE,NA,NA
"RT @FireDrillFriday: This is a big week for our democracy, our climate, and our future, so let's check-in.

Please join @JaneFonda, @Greenp…",FALSE,0,NA,2020-11-06 17:20:46,FALSE,NA,"1324763670392438786",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LastChance_CA",25,TRUE,FALSE,NA,NA
"RT @cartoonbrew: Cartoon Saloon’s new spot for Greenpeace spotlights the impact of industrial meat production. Directed by @tommmoore  and…",FALSE,0,NA,2020-11-06 17:20:38,FALSE,NA,"1324763636817158146",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HumbleFeels",127,TRUE,FALSE,NA,NA
"Siempre del lado del mal --&gt; @GustavoSaenzOK 
https://t.co/ZZl162H9u0",FALSE,0,NA,2020-11-06 17:19:58,FALSE,NA,"1324763466779996162",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SantosKrikorian",0,FALSE,FALSE,NA,NA
"@nikopol Vous êtes visiblement peu au courant de nos activités. Je vous invite à suivre nos actions sur la lutte co… https://t.co/8h1o6CV0Nf",FALSE,0,"nikopol",2020-11-06 17:19:57,TRUE,"1324758023160635394","1324763463705612290","6482562","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GreenpeaceMTP",0,FALSE,FALSE,NA,NA
"RT @FranFerrante: L’eolico offshore che piace agli ambientalisti: siglato manifesto da @AnevEolico @Legambiente @Greenpeace_ITA @Kyoto_Club…",FALSE,0,NA,2020-11-06 17:19:48,FALSE,NA,"1324763427366150148",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_LisaCorrado",7,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Sabes quién está detrás del sistema de gestión de residuos de envases en España?
Las mismas empresas que se lucran de…",FALSE,0,NA,2020-11-06 17:19:44,FALSE,NA,"1324763408831549442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","profetecnolorca",236,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: Nos están mintiendo. 
No quieren solucionar el problema de los envases en el medio ambiente. Quieren seguir haciendo ne…",FALSE,0,NA,2020-11-06 17:19:32,FALSE,NA,"1324763359087108101",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","m_nieto",338,TRUE,FALSE,NA,NA
"@twitevit @Greenpeace Det er fornuftigt at holde øje med covid i grise. Før virus pludselig dukkede op i mink i Hol… https://t.co/gQhLJCJ7yc",FALSE,2,"twitevit",2020-11-06 17:19:22,TRUE,"1324749963046375424","1324763316699410432","713777224068030464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SlothKristian",0,FALSE,FALSE,NA,NA
"@Greenpeace @FondationBardot @IUCN_forests @UNEP @NatGeo @WWF
 @gretathunberg @algore @AttenboroughSir There may no… https://t.co/dikRGPgoVi",FALSE,1,"Greenpeace",2020-11-06 17:18:40,TRUE,NA,"1324763140257681409","3459051","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chouchane21",0,FALSE,FALSE,NA,NA
"RT @garymason479: IT'S THE WHOLE @GOVUK .

#ToryScum #ToryIncompetence #ToryScumbags #ToryRapist ALL IN THE CONTROL OF #keirstarmerfailedth…",FALSE,0,NA,2020-11-06 17:18:28,FALSE,NA,"1324763090949386240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LindaJe79892317",8,TRUE,FALSE,NA,NA
"RT @Nsh89327527: No olvidar #bienesnacionales #isamit
#tortel
Greenpeace: ""Nadie ha hecho más daño al medioambiente en Chile que Andrónico…",FALSE,0,NA,2020-11-06 17:18:18,FALSE,NA,"1324763050654793728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuisUgarteI",3,TRUE,FALSE,NA,NA
"@highnoontide @MartinBrampton @muddyboy50 @manifesto2000 @WEschenbach @bazakel @JaggerMickOZ @THommerich… https://t.co/VQsYDKjEwk",FALSE,1,"highnoontide",2020-11-06 17:18:07,TRUE,"1324758875279552512","1324763004651642885","263768410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","markp1950",0,FALSE,FALSE,NA,NA
"L’eolico offshore che piace agli ambientalisti: siglato manifesto da @AnevEolico @Legambiente @Greenpeace_ITA… https://t.co/or83XtIgMt",FALSE,7,NA,2020-11-06 17:17:58,TRUE,NA,"1324762966311477251",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FranFerrante",7,FALSE,FALSE,NA,NA
"@AlleDoerfer @Luisamneubauer @FridayForFuture @campact @GrueneFrakNRW @klima_allianz @greenpeace_de @Ende__Gelaende… https://t.co/Mxb5hJeT7g",FALSE,0,"AlleDoerfer",2020-11-06 17:17:18,TRUE,"1324297930413662208","1324762797868240896","1093908820588412928","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Freddy07614822",0,FALSE,FALSE,NA,NA
"Cada vez aparecen más bidones con material marcado como infeccioso del @HRamonyCajalVA al lado de viviendas… https://t.co/n1vlNmm8TG",FALSE,0,NA,2020-11-06 17:17:05,TRUE,NA,"1324762743732318208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","terere76",0,FALSE,FALSE,NA,NA
"Mart ayinin ilk haftalari virusun greenpeace virali oldugunu sandigimiz o gunler...",FALSE,2,NA,2020-11-06 17:16:57,FALSE,NA,"1324762707514531842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daraldandarala",0,FALSE,FALSE,NA,NA
"That is so sad! What are they doing about it? I feel sorry for the children that have to breathe that air https://t.co/X17WS9DXlk",FALSE,0,NA,2020-11-06 17:16:42,FALSE,NA,"1324762645459800067",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mandarina7771",0,FALSE,FALSE,NA,NA
"@highnoontide @muddyboy50 @manifesto2000 @WEschenbach @markp1950 @bazakel @JaggerMickOZ @THommerich @Boi_dBoi_d… https://t.co/9DtCnpigff",FALSE,1,"highnoontide",2020-11-06 17:16:41,TRUE,"1324758875279552512","1324762642414772225","263768410","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MartinBrampton",1,FALSE,FALSE,NA,NA
"ПОМОГИТЕ СОХРАНИТЬ НАЦИОНАЛЬНЫЕ ПАРКИ https://t.co/yDelm983C2",FALSE,0,NA,2020-11-06 17:16:32,FALSE,NA,"1324762605441949696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","InnaPrema",0,FALSE,FALSE,NA,NA
"RT @greenpeace_de: +Jetzt+ Greenpeace Verkehrsexpertin @_mtiemann in einer gemeinsamen Pressekonferenz zum #DanniBleibt: der Dannenröder Wa…",FALSE,0,NA,2020-11-06 17:15:40,FALSE,NA,"1324762388613287937",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nicolasblume",18,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Por qué sigue habiendo tantos envases en el medio ambiente?
Porque nos están mintiendo.
Firma y exige un cambio de mod…",FALSE,0,NA,2020-11-06 17:15:06,FALSE,NA,"1324762241988775936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A_E_M_N",206,TRUE,FALSE,NA,NA
"RT @XR_Nuernberg: Sonntag 8-12 Uhr
Mahnwache #Luitpolthain
#Nürnberg, schütze unsre alten Bäume und Parks!
Sie sind essentiell in Zeiten de…",FALSE,0,NA,2020-11-06 17:14:32,FALSE,NA,"1324762101349494784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","simplex_actio",6,TRUE,FALSE,NA,NA
"RT @LittleNinjaUK: @LTDAForum @underdogfilms1 @JasonMoritz4 @one_lewisham @visitcamberwell @ediz1975 @KingsHeathLTN @oneoval_ @OneLevenshul…",FALSE,0,NA,2020-11-06 17:12:57,FALSE,NA,"1324761701850468353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KT57259744",7,TRUE,FALSE,NA,NA
"RT @GuisadoPepe: Uno de los mejore espectáculos en la observación de aves, es observar los numerosos bandos de Flamencos en algunos entorno…",FALSE,0,NA,2020-11-06 17:12:55,FALSE,NA,"1324761692706930695",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sita507562591",23,TRUE,FALSE,NA,NA
"RT @InsoumiStBrieuc: Animation comma ça 👍
Regardez « Plus Jamais Ça, à La Chapelle Darblay ! » sur #Vimeo https://t.co/lDwH0urLDE 

#PlusJa…",FALSE,0,NA,2020-11-06 17:12:54,FALSE,NA,"1324761689229840386",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","insoumisfinist7",3,TRUE,FALSE,NA,NA
"RT @greenpeace_de: +Jetzt+ Greenpeace Verkehrsexpertin @_mtiemann in einer gemeinsamen Pressekonferenz zum #DanniBleibt: der Dannenröder Wa…",FALSE,0,NA,2020-11-06 17:12:51,FALSE,NA,"1324761679549370368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_mtiemann",18,TRUE,FALSE,NA,NA
"RT @PriceofOil: Our Board Member, Rebecca Solnit, will be joining @Janefonda @RevDrBarber, and @joancbaez TOMORROW for what should be an am…",FALSE,0,NA,2020-11-06 17:12:44,FALSE,NA,"1324761650101067778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rebeccaapostol",5,TRUE,FALSE,NA,NA
"RT @empowermalaysia: Forests are green lungs. They clean the air, remove dust particles, and produce oxygen. The forest is also home to ani…",FALSE,0,NA,2020-11-06 17:12:31,FALSE,NA,"1324761593842823168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AruPuu",21,TRUE,FALSE,NA,NA
"Sign the petition with @Greenpeace to deliver a strong Global Ocean Treaty and help create a network of ocean sanct… https://t.co/nK7O5zcKE6",FALSE,1,NA,2020-11-06 17:11:58,TRUE,NA,"1324761454256574465",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Proplr",0,FALSE,FALSE,NA,NA
"RT @juralde: Las organizaciones ambientales @AmigosTierraEsp, @Ecologistas, @greenpeace_esp , @SEO_BirdLife y  @WWFespana  solicitan al Gob…",FALSE,0,NA,2020-11-06 17:10:44,FALSE,NA,"1324761143127265281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntxoJosu",13,TRUE,FALSE,NA,NA
"RT @FireDrillFriday: This is a big week for our democracy, our climate, and our future, so let's check-in.

Please join @JaneFonda, @Greenp…",FALSE,0,NA,2020-11-06 17:09:36,FALSE,NA,"1324760859843862528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","katharinekramer",25,TRUE,FALSE,NA,NA
"RT @FireDrillFriday: This is a big week for our democracy, our climate, and our future, so let's check-in.

Please join @JaneFonda, @Greenp…",FALSE,0,NA,2020-11-06 17:09:15,FALSE,NA,"1324760770165370881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JazyFey",25,TRUE,FALSE,NA,NA
"RT @DanosTiempo: El sábado fue el #DíaMundialdelasCiudades y @greenpeace_esp transformó en espacio verde y amable el solar que @MADRID cedi…",FALSE,0,NA,2020-11-06 17:08:41,FALSE,NA,"1324760628679135233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kit_Miau",15,TRUE,FALSE,NA,NA
"Greenpeace: We call Greenpeace to act! - Sign the Petition! https://t.co/3EW5OjuTQu via @Change",FALSE,0,NA,2020-11-06 17:08:15,FALSE,NA,"1324760521497702400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Velasco_v408",0,FALSE,FALSE,NA,NA
"RT @GreenpeaceBR: Enquanto o governo leva embaixadores para conhecer a “Amazônia dos sonhos”, o Greenpeace enviou à todas as embaixadas um…",FALSE,0,NA,2020-11-06 17:07:56,FALSE,NA,"1324760439008464896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beabuuu",90,TRUE,FALSE,NA,NA
"RT @Siyad_Ahmed95: 🚨WE DESERVE ANSWERS!🚨
Why did @GovMauritius  took the worst of all possible options to Sink the front of MV Wakashio ves…",FALSE,0,NA,2020-11-06 17:07:27,FALSE,NA,"1324760320116666373",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenpeacedurbs",14,TRUE,FALSE,NA,NA
"o greenpeace me ligou?
KKKKKKKKKmeudeus",FALSE,3,NA,2020-11-06 17:07:20,FALSE,NA,"1324760291272495106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prettyspinosa",0,FALSE,FALSE,NA,NA
"RT @Siyad_Ahmed95: 🚨WE DESERVE ANSWERS!🚨
The Vulnerable communities who lost their livelihoods due to this total negligence are demanding f…",FALSE,0,NA,2020-11-06 17:07:17,FALSE,NA,"1324760278089814020",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenpeacedurbs",11,TRUE,FALSE,NA,NA
"RT @Siyad_Ahmed95: 🚨WE DESERVE ANSWERS!🚨
@GovMauritius Why are the outcomes of the investigations carried out on  health, environmental and…",FALSE,0,NA,2020-11-06 17:07:01,FALSE,NA,"1324760210020458496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenpeacedurbs",9,TRUE,FALSE,NA,NA
"RT @Siyad_Ahmed95: 🚨WE DESERVE ANSWERS!🚨
Why is the @GovMauritius not involving the relevant stakeholders and local communities  to probe t…",FALSE,0,NA,2020-11-06 17:06:47,FALSE,NA,"1324760152059355137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenpeacedurbs",13,TRUE,FALSE,NA,NA
"RT @Siyad_Ahmed95: 🚨WE DESERVE ANSWERS!🚨
Is the government of @GovMauritius in collaboration with these polluter companies and their countr…",FALSE,0,NA,2020-11-06 17:06:42,FALSE,NA,"1324760131431784449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenpeacedurbs",13,TRUE,FALSE,NA,NA
"Oxfam Intermón, Greenpeace y Ecologistas en Acción han demandado al Gobierno por inacción ante el Cambio Climático.… https://t.co/aVQo1AhS2i",FALSE,0,NA,2020-11-06 17:06:18,TRUE,NA,"1324760030856552451",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","oyecomova_",0,FALSE,FALSE,NA,NA
"Oxfam Intermón, Greenpeace y Ecologistas en Acción han demandado al Gobierno por inacción ante el Cambio Climático.… https://t.co/0TUwOPEGsh",FALSE,0,NA,2020-11-06 17:05:46,TRUE,NA,"1324759896441671680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nataliagluna",0,FALSE,FALSE,NA,NA
"@tagesschau Wie ist #Covid19 noch entstanden?Weshalb gibt es aktuell keinen medienübergreifenden Fokus auf die… https://t.co/NbXcz8AwS5",FALSE,2,"tagesschau",2020-11-06 17:05:17,TRUE,"1324757682763554816","1324759772822933504","5734902","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ol76025989",0,FALSE,FALSE,NA,NA
"RT @Siyad_Ahmed95: 🚨WE DESERVE ANSWERS!🚨
Mauritian media had reported death of 50 whales and dolphins due to the oil spill but nothing was…",FALSE,0,NA,2020-11-06 17:05:03,FALSE,NA,"1324759714308173827",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenpeacedurbs",12,TRUE,FALSE,NA,NA
"https://t.co/PWLovTZ50O",FALSE,0,NA,2020-11-06 17:04:40,FALSE,NA,"1324759619076608002",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nappematthieu1",0,FALSE,FALSE,NA,NA
"⚠️ Mientras la actual crisis sanitaria y económica global sigue su curso, la crisis climática no deja de agravarse.… https://t.co/SMul7IAGbK",FALSE,5,NA,2020-11-06 17:04:20,TRUE,NA,"1324759534242508806",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","OxfamIntermon",1,FALSE,FALSE,NA,NA
"RT @GreenpeaceCA: .@cafreeland a new poll shows 67% of Canadians want the economic recovery from #COVID19 to be financed by taxing those wh…",FALSE,0,NA,2020-11-06 17:03:43,FALSE,NA,"1324759378197684226",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AStoryToldByTom",3,TRUE,FALSE,NA,NA
"Greenpeace: We call Greenpeace to act! - Sign the Petition! https://t.co/PQLlwZ5CkE via @Change",FALSE,0,NA,2020-11-06 17:03:35,FALSE,NA,"1324759346601844736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jungianuniverse",0,FALSE,FALSE,NA,NA
"https://t.co/XJwK5uVMGz",FALSE,0,NA,2020-11-06 17:03:24,FALSE,NA,"1324759297440518145",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nappematthieu1",0,FALSE,FALSE,NA,NA
"RT @Greenpeace: It's time to stop all expansion of fossil fuel production.

Opening a new oil frontier in the Arctic should be illegal - an…",FALSE,0,NA,2020-11-06 17:02:19,FALSE,NA,"1324759028908453888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rani33437161",34,TRUE,FALSE,NA,NA
"@MartinBrampton @muddyboy50 @manifesto2000 @WEschenbach @markp1950 @bazakel @JaggerMickOZ @THommerich @Boi_dBoi_d… https://t.co/2XAHZVPm1K",FALSE,0,"MartinBrampton",2020-11-06 17:01:43,TRUE,"1324758153632907269","1324758875279552512","48639042","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","highnoontide",0,FALSE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Te has preguntado alguna vez por qué sigue habiendo tantos envases en el medioambiente? Porque #EcoembesMiente 😡

Desc…",FALSE,0,NA,2020-11-06 17:01:29,FALSE,NA,"1324758817746395136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marinamserra",1533,TRUE,FALSE,NA,NA
"RT @greenpeace_esp: ¿Por qué sigue habiendo tantos envases en el medio ambiente?
Porque nos están mintiendo.
Firma y exige un cambio de mod…",FALSE,0,NA,2020-11-06 17:01:23,FALSE,NA,"1324758791716556800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaMCris",244,TRUE,FALSE,NA,NA
"RT @GuisadoPepe: Uno de los mejore espectáculos en la observación de aves, es observar los numerosos bandos de Flamencos en algunos entorno…",FALSE,0,NA,2020-11-06 17:00:15,FALSE,NA,"1324758506222878721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pinguinoartico",23,TRUE,FALSE,NA,NA
